rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards
[],0.0,"[[ 22 124], [ 45 126]]","[[ 22 124], [ 45 126]]",23.0868,[],790
[],0.0,"[[ 50 121], [ 56 113], [62 93], [66 81], [72 56], [74 38], [80 24], [85  2]]","[[ 50 121], [ 56 113], [62 93], [66 81], [72 56], [74 38], [80 24], [85  2]]",125.143,[],790
"[(0.1176, 4)]",0.1905,"[[ 32 121], [ 41 118], [ 47 113], [ 62 100], [82 87], [84 87]]","[[ 32 121], [ 41 118], [ 47 113], [ 62 100], [82 87], [84 87]]",63.0002,"[[7, 4, 2, 5]]",790
[],0.0,"[[ 61 140], [ 49 137], [ 32 141]]","[[ 61 140], [ 49 137], [ 32 141]]",29.8336,[],790
[],0.0,"[[171  71], [174  82]]","[[171  71], [174  82]]",11.4018,[],790
"[(1.0, 4), (0.2, 1), (0.0, 2)]",1.0,"[[117 115], [124  89], [122  65], [96 53], [88 40], [90 33]]","[[117 115], [124  89], [122  65], [96 53], [88 40], [90 33]]",102.1891,"[[7, 6, 2, 7], [4], [5, 5]]",790
"[(0.2, 1)]",0.3333,"[[81 49], [68 77], [ 62 100]]","[[81 49], [68 77], [ 62 100]]",54.6404,[[4]],790
"[(0.2857, 6), (0.1905, 6)]",0.24,"[[ 44 157], [ 54 148], [ 63 144], [ 82 133], [ 86 131], [ 98 119], [130 108]]","[[ 44 157], [ 54 148], [ 63 144], [ 82 133], [ 86 131], [ 98 119], [130 108]]",100.5375,"[[1, 3, 4, 3, 6, 6], [0, 3, 3, 4, 4, 3]]",790
"[(0.0, 3)]",0.0,"[[152 134], [154 132], [158 124], [160 118]]","[[152 134], [154 132], [158 124], [160 118]]",18.0973,"[[1, 4, 4]]",790
"[(0.3333, 2), (0.5714, 5), (0.2222, 2)]",0.68,"[[ 78 155], [ 84 143], [109 132], [117 115], [132  90], [114  70], [106  73]]","[[ 78 155], [ 84 143], [109 132], [117 115], [132  90], [114  70], [106  73]]",124.1237,"[[6, 5], [2, 4, 3, 1, 3], [3, 6]]",790
"[(0.4, 1), (0.0588, 4)]",0.4848,"[[105  18], [90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 42 126]]","[[105  18], [90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 42 126]]",127.5265,"[[4], [3, 8, 4, 4]]",790
[],0.0,"[[87  6], [82 14], [79 38], [72 56]]","[[87  6], [82 14], [79 38], [72 56]]",52.934,[],790
"[(0.0, 2)]",0.0,"[[ 89 126], [ 83 121], [ 69 103], [65 86]]","[[ 89 126], [ 83 121], [ 69 103], [65 86]]",48.078,"[[1, 0]]",790
[],0.0,"[[ 65 108], [ 77 118], [ 81 128], [ 84 138]]","[[ 65 108], [ 77 118], [ 81 128], [ 84 138]]",36.8311,[],790
"[(0.2222, 2), (0.0476, 5)]",0.4286,"[[67 72], [68 77], [ 73 100], [ 78 109], [ 91 115], [112 130]]","[[67 72], [68 77], [ 73 100], [ 78 109], [ 91 115], [112 130]]",79.0567,"[[2, 4], [3, 6, 4, 0, 5]]",790
"[(0.2222, 2)]",0.2222,"[[87 47], [79 58], [73 77]]","[[87 47], [79 58], [73 77]]",33.5263,"[[7, 4]]",790
"[(0.1111, 2)]",0.2941,"[[115 129], [ 98 119], [ 78 109], [ 69 103], [50 91]]","[[115 129], [ 98 119], [ 78 109], [ 69 103], [50 91]]",75.3726,"[[7, 5]]",790
"[(0.4444, 2)]",0.4706,"[[96 21], [88 40], [96 53], [105  59], [116  65]]","[[96 21], [88 40], [96 53], [105  59], [116  65]]",59.2265,"[[7, 4]]",790
"[(1.0, 5), (0.4, 1), (0.1538, 3)]",1.0,"[[115 129], [129 105], [132  90], [119  75], [96 53], [88 40]]","[[115 129], [129 105], [132  90], [119  75], [96 53], [88 40]]",110.0234,"[[2, 5, 2, 4, 5], [6], [4, 4, 4]]",790
[],0.0,"[[36 88], [45 95], [ 65 108], [ 89 121]]","[[36 88], [45 95], [ 65 108], [ 89 121]]",62.5502,[],790
[],0.0,"[[65 49], [53 66], [49 85], [45 95], [ 36 108], [ 29 122]]","[[65 49], [53 66], [49 85], [45 95], [ 36 108], [ 29 122]]",82.4593,[],790
"[(0.1765, 4)]",0.2857,"[[ 22 124], [ 41 129], [ 64 126], [ 89 121], [117 115], [129 105]]","[[ 22 124], [ 41 129], [ 64 126], [ 89 121], [117 115], [129 105]]",112.5929,"[[4, 3, 4, 4]]",790
"[(0.2, 1), (0.1538, 3)]",0.4483,"[[126  70], [124  89], [117 115], [100 119], [ 90 123], [ 67 134], [ 58 140], [ 45 145]]","[[126  70], [124  89], [117 115], [100 119], [ 90 123], [ 67 134], [ 58 140], [ 45 145]]",124.5055,"[[1], [1, 7, 5]]",790
"[(0.1111, 2)]",0.2308,"[[82 87], [80 84], [ 69 103], [ 65 113]]","[[82 87], [80 84], [ 69 103], [ 65 113]]",36.3304,"[[1, 4]]",790
"[(0.1111, 2), (0.1176, 4)]",0.36,"[[77 80], [73 77], [79 58], [91 62], [119  75], [132  90], [136  94]]","[[77 80], [73 77], [79 58], [91 62], [119  75], [132  90], [136  94]]",93.951,"[[5, 5], [2, 1, 2, 1]]",790
"[(0.1176, 4)]",0.1176,"[[ 61 149], [ 63 144], [ 64 126], [ 69 103], [72 83]]","[[ 61 149], [ 63 144], [ 64 126], [ 69 103], [72 83]]",67.1739,"[[4, 4, 5, 0]]",790
[],0.0,"[[ 29 134], [ 32 121], [ 37 108], [45 88], [53 66], [65 49]]","[[ 29 134], [ 32 121], [ 37 108], [45 88], [53 66], [65 49]]",93.0288,[],790
[],0.0,"[[64 77], [67 72], [72 56], [87 35]]","[[64 77], [67 72], [72 56], [87 35]]",48.401,[],790
"[(0.1111, 2)]",0.3529,"[[109 132], [117 115], [124  89], [126  70], [116  66]]","[[109 132], [117 115], [124  89], [126  70], [116  66]]",75.5894,"[[8, 4]]",790
[],0.0,"[[172  54], [165  47]]","[[172  54], [165  47]]",9.8995,[],790
"[(0.3333, 2), (0.0476, 5)]",0.56,"[[71 29], [86 45], [96 53], [105  59], [113  67], [130  82], [125  89]]","[[71 29], [86 45], [96 53], [105  59], [113  67], [130  82], [125  89]]",88.1422,"[[4, 3], [1, 4, 7, 2, 5]]",790
[],0.0,"[[ 84 143], [ 82 133], [ 77 118], [ 69 103], [62 89], [59 81], [57 77]]","[[ 84 143], [ 82 133], [ 77 118], [ 69 103], [62 89], [59 81], [57 77]]",71.678,[],790
[],0.0,"[[ 41 150], [ 63 144], [ 82 133], [ 86 131]]","[[ 41 150], [ 63 144], [ 82 133], [ 86 131]]",49.2301,[],790
[],0.0,"[[57 88], [64 85], [77 80]]","[[57 88], [64 85], [77 80]]",21.5442,[],790
[],0.0,"[[45 75], [49 85], [ 60 107], [ 65 113], [ 81 128], [ 84 138]]","[[45 75], [49 85], [ 60 107], [ 65 113], [ 81 128], [ 84 138]]",75.5493,[],790
[],0.0,"[[ 45 117], [ 47 109], [59 93], [64 85]]","[[ 45 117], [ 47 109], [59 93], [64 85]]",37.6802,[],790
[],0.0,"[[ 89 126], [ 82 133], [ 63 144], [ 54 148]]","[[ 89 126], [ 82 133], [ 63 144], [ 54 148]]",41.7029,[],790
"[(0.2222, 2), (0.2353, 4), (0.1429, 6)]",0.52,"[[65 49], [72 56], [91 62], [119  75], [132  90], [129 104], [125 121]]","[[65 49], [72 56], [91 62], [119  75], [132  90], [129 104], [125 121]]",112.3266,"[[5, 5], [4, 2, 2, 1], [2, 5, 3, 7, 2, 4]]",790
"[(0.2353, 4), (0.1905, 5)]",0.44,"[[44 85], [57 77], [72 56], [87 35], [105  18], [136  36], [155  44]]","[[44 85], [57 77], [72 56], [87 35], [105  18], [136  36], [155  44]]",148.0996,"[[2, 3, 0, 7], [3, 5, 5, 7, 5]]",790
[],0.0,"[[120 118], [111 119], [ 89 125], [ 72 130], [ 60 136]]","[[120 118], [111 119], [ 89 125], [ 72 130], [ 60 136]]",62.9953,[],790
[],0.0,"[[37 98], [45 88], [53 66], [65 49], [71 29]]","[[37 98], [45 88], [53 66], [65 49], [71 29]]",77.9049,[],790
"[(0.2, 1)]",0.2,"[[178  56], [155  44]]","[[178  56], [155  44]]",25.9422,[[4]],790
[],0.0,"[[ 98 119], [ 90 123], [ 67 134], [ 58 140], [ 45 145], [ 34 151]]","[[ 98 119], [ 90 123], [ 67 134], [ 58 140], [ 45 145], [ 34 151]]",71.7144,[],790
"[(0.4444, 2), (0.5238, 5), (0.2222, 2)]",0.619,"[[79 58], [91 62], [119  75], [132  90], [129 104], [125 121]]","[[79 58], [91 62], [119  75], [132  90], [129 104], [125 121]]",95.1513,"[[2, 5], [5, 2, 2, 8, 4], [0, 5]]",790
[],0.0,"[[81 19], [79 38], [72 56], [67 72], [64 77], [50 91]]","[[81 19], [79 38], [72 56], [67 72], [64 77], [50 91]]",80.8112,[],790
[],0.0,"[[82 87], [59 81]]","[[82 87], [59 81]]",23.7697,[],790
[],0.0,"[[ 70 158], [ 67 134], [ 61 113], [62 93], [67 72]]","[[ 70 158], [ 67 134], [ 61 113], [62 93], [67 72]]",87.6391,[],790
[],0.0,"[[ 41 118], [ 47 109], [57 88], [67 72], [72 56], [74 38], [80 24]]","[[ 41 118], [ 47 109], [57 88], [67 72], [72 56], [74 38], [80 24]]",103.0494,[],790
"[(0.5385, 3), (0.3333, 2)]",0.5385,"[[ 84 138], [100 119], [117 115], [138  93]]","[[ 84 138], [100 119], [117 115], [138  93]]",72.7175,"[[1, 6, 0], [4, 7]]",790
"[(0.3077, 3)]",0.4242,"[[102  70], [97 62], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134], [ 70 158]]","[[102  70], [97 62], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134], [ 70 158]]",130.1566,"[[4, 0, 4]]",790
"[(0.4706, 4), (0.3077, 3)]",0.4706,"[[47 70], [59 81], [ 73 100], [ 85 115], [109 132]]","[[47 70], [59 81], [ 73 100], [ 85 115], [109 132]]",88.4999,"[[1, 2, 6, 6], [5, 4, 8]]",790
[],0.1905,"[[ 64 149], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77]]","[[ 64 149], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77]]",72.9705,[],790
[],0.0,"[[ 49 119], [ 58 109], [ 62 100]]","[[ 49 119], [ 58 109], [ 62 100]]",23.3025,[],790
[],0.0,"[[ 58 109], [ 45 126], [ 37 144]]","[[ 58 109], [ 45 126], [ 37 144]]",41.0987,[],790
[],0.0,"[[ 49 137], [ 50 133], [ 65 113]]","[[ 49 137], [ 50 133], [ 65 113]]",29.1231,[],790
[],0.0,"[[ 40 161], [ 44 157], [ 54 148], [ 58 140], [ 60 136]]","[[ 40 161], [ 44 157], [ 54 148], [ 58 140], [ 60 136]]",32.5269,[],790
"[(0.1765, 4)]",0.2381,"[[ 73 100], [72 83], [73 77], [79 58], [97 62], [106  73]]","[[ 73 100], [72 83], [73 77], [79 58], [97 62], [106  73]]",75.6888,"[[7, 5, 3, 5]]",790
"[(0.1538, 3)]",0.1538,"[[ 50 130], [ 58 109], [ 62 100], [82 87]]","[[ 50 130], [ 58 109], [ 62 100], [82 87]]",56.1748,"[[4, 7, 0]]",790
[],0.0,"[[ 37 144], [ 50 130], [ 65 113]]","[[ 37 144], [ 50 130], [ 65 113]]",41.7765,[],790
[],0.0,"[[ 45 145], [ 64 126]]","[[ 45 145], [ 64 126]]",26.8701,[],790
[],0.0,"[[110 174], [116 176]]","[[110 174], [116 176]]",6.3246,[],790
[],0.0,"[[106  16], [82  8]]","[[106  16], [82  8]]",25.2982,[],790
"[(0.2222, 2)]",0.2222,"[[124  89], [124  97], [125 121]]","[[124  89], [124  97], [125 121]]",32.0208,"[[4, 4]]",790
"[(0.4286, 5), (0.2, 1), (0.3333, 2)]",0.44,"[[119  28], [139  33], [155  44], [167  54], [170  59], [171  85], [164  93]]","[[119  28], [139  33], [155  44], [167  54], [170  59], [171  85], [164  93]]",98.1328,"[[7, 3, 5, 4, 6], [5], [6, 1]]",790
[],0.0,"[[45 76], [49 85], [ 60 107], [ 65 113]]","[[45 76], [49 85], [ 60 107], [ 65 113]]",42.2559,[],790
"[(0.1176, 4), (0.0952, 6)]",0.2759,"[[95 23], [90 33], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 78 109]]","[[95 23], [90 33], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 78 109]]",91.9269,"[[6, 4, 7, 4], [4, 5, 5, 2, 5, 4]]",790
"[(0.2, 1)]",0.2,"[[106  73], [99 77]]","[[106  73], [99 77]]",8.0623,[[5]],790
"[(0.4444, 2), (0.0952, 5)]",0.4878,"[[113  20], [105  18], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 64 120], [ 58 140], [ 54 148]]","[[113  20], [105  18], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 64 120], [ 58 140], [ 54 148]]",150.6496,"[[5, 3], [7, 7, 4, 5, 4]]",790
"[(0.1111, 2)]",0.3333,"[[57 88], [68 77], [79 58], [91 62], [113  67], [134  76]]","[[57 88], [68 77], [79 58], [91 62], [113  67], [134  76]]",95.5683,"[[5, 0]]",790
[],0.0,"[[130 108], [129 105]]","[[130 108], [129 105]]",3.1623,[],790
"[(0.2941, 4)]",0.3793,"[[91 17], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 64 126]]","[[91 17], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 64 126]]",113.2137,"[[0, 4, 4, 2]]",790
[],0.0,"[[ 47 109], [ 50 130], [ 54 148]]","[[ 47 109], [ 50 130], [ 54 148]]",39.6523,[],790
"[(0.4118, 4), (0.0952, 6), (0.0952, 9), (0.3333, 2)]",0.4595,"[[91  9], [90 33], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 82 151]]","[[91  9], [90 33], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 82 151]]",146.7029,"[[3, 2, 4, 3], [0, 6, 3, 8, 6, 4], [2, 7, 6, 3, 3, 3, 1, 5, 4], [4, 4]]",790
[],0.0,"[[ 29 134], [ 41 118], [ 47 109], [62 93], [72 83]]","[[ 29 134], [ 41 118], [ 47 109], [62 93], [72 83]]",66.8905,[],790
"[(0.3077, 3), (0.1905, 5)]",0.64,"[[86  4], [82 14], [88 40], [96 53], [114  70], [132  90], [136  94]]","[[86  4], [82 14], [88 40], [96 53], [114  70], [132  90], [136  94]]",110.0409,"[[2, 2, 4], [1, 4, 6, 4, 0]]",790
[],0.0,"[[ 44 157], [ 54 148], [ 58 140], [ 60 136], [ 64 126]]","[[ 44 157], [ 54 148], [ 58 140], [ 60 136], [ 64 126]]",37.6404,[],790
[],0.0,"[[ 17 134], [ 29 122], [ 36 108], [45 95], [57 77], [72 56], [87 35]]","[[ 17 134], [ 29 122], [ 36 108], [45 95], [57 77], [72 56], [87 35]]",121.6817,[],790
[],0.0,"[[ 45 117], [ 47 109], [57 88], [67 72]]","[[ 45 117], [ 47 109], [57 88], [67 72]]",50.3736,[],790
"[(0.5238, 6), (0.3077, 3), (0.0476, 9)]",0.6216,"[[91  9], [91 17], [88 40], [96 53], [105  59], [113  67], [130  82], [125  89], [117 115], [112 129]]","[[91  9], [91 17], [88 40], [96 53], [105  59], [113  67], [130  82], [125  89], [117 115], [112 129]]",141.9324,"[[3, 7, 6, 6, 4, 5], [3, 0, 3], [7, 3, 1, 6, 6, 1, 7, 1, 4]]",790
"[(0.2381, 6), (0.0588, 4)]",0.2414,"[[ 70 158], [ 69 148], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [81 49]]","[[ 70 158], [ 69 148], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [81 49]]",111.599,"[[6, 3, 4, 6, 1, 0], [5, 4, 0, 6]]",790
"[(0.2222, 2)]",0.3529,"[[ 81 128], [ 77 118], [ 73 100], [72 83], [71 75]]","[[ 81 128], [ 77 118], [ 73 100], [72 83], [71 75]]",54.3011,"[[0, 6]]",790
"[(0.4, 1)]",0.4762,"[[120 118], [ 91 115], [ 78 109], [ 69 103], [57 88], [45 76]]","[[120 118], [ 91 115], [ 78 109], [ 69 103], [57 88], [45 76]]",90.4692,[[6]],790
[],0.0,"[[ 47 102], [50 91], [57 77], [72 56], [79 38]]","[[ 47 102], [50 91], [57 77], [72 56], [79 38]]",72.1744,[],790
"[(0.8095, 6), (0.1429, 10), (0.0476, 5)]",0.6889,"[[188  56], [185  63], [181  72], [178  78], [174  82], [168  92], [160 118], [158 124], [154 132], [152 134], [140 160], [127 176]]","[[188  56], [185  63], [181  72], [178  78], [174  82], [168  92], [160 118], [158 124], [154 132], [152 134], [140 160], [127 176]]",136.043,"[[0, 5, 4, 8, 4, 6], [6, 0, 3, 5, 3, 6, 3, 4, 4, 1], [5, 6, 4, 5, 5]]",790
"[(0.4, 1), (0.5385, 3), (0.4286, 5)]",0.8571,"[[102 174], [ 84 165], [ 84 143], [109 132], [117 115], [125  89]]","[[102 174], [ 84 165], [ 84 143], [109 132], [117 115], [125  89]]",115.4288,"[[5], [4, 3, 0], [2, 0, 4, 7, 4]]",790
[],0.0,"[[98 16], [81 19]]","[[98 16], [81 19]]",17.2627,[],790
"[(0.3333, 2)]",0.4286,"[[136  94], [117 115], [100 119], [ 85 115], [ 62 111], [ 43 105]]","[[136  94], [117 115], [100 119], [ 85 115], [ 62 111], [ 43 105]]",104.5781,"[[6, 7]]",790
"[(0.2222, 2)]",0.2222,"[[108  17], [105  18], [79 38]]","[[108  17], [105  18], [79 38]]",35.9647,"[[4, 3]]",790
"[(0.2, 1)]",0.2,"[[86  4], [90 33]]","[[86  4], [90 33]]",29.2746,[[4]],790
"[(0.0952, 6), (0.0952, 7)]",0.1818,"[[39 98], [45 95], [50 91], [64 77], [67 72], [79 58], [91 62], [119  75], [130  82]]","[[39 98], [45 95], [50 91], [64 77], [67 72], [79 58], [91 62], [119  75], [130  82]]",113.7386,"[[4, 5, 6, 3, 3, 0], [3, 4, 4, 2, 7, 6, 6]]",790
"[(0.6471, 4), (0.4762, 7), (0.4118, 4)]",0.7931,"[[116 176], [109 177], [ 84 165], [ 84 143], [109 132], [117 115], [132  90], [119  75]]","[[116 176], [109 177], [ 84 165], [ 84 143], [109 132], [117 115], [132  90], [119  75]]",151.9074,"[[3, 3, 7, 5], [7, 6, 0, 3, 3, 5, 4], [4, 0, 4, 0]]",790
"[(0.2, 1)]",0.4118,"[[120 118], [100 119], [ 85 115], [ 62 111], [ 39 110]]","[[120 118], [100 119], [ 85 115], [ 62 111], [ 39 110]]",81.9161,[[5]],790
"[(0.6471, 4), (0.4444, 2)]",0.6471,"[[95 56], [114  70], [132  90], [129 104], [125 121]]","[[95 56], [114  70], [132  90], [129 104], [125 121]]",82.2902,"[[2, 4, 6, 4], [5, 7]]",790
[],0.0,"[[87  6], [82 14], [79 38], [72 56], [67 72], [64 77], [50 91]]","[[87  6], [82 14], [79 38], [72 56], [67 72], [64 77], [50 91]]",95.327,[],790
[],0.0,"[[54 85], [57 77], [72 56], [79 38], [85 25], [87  6]]","[[54 85], [57 77], [72 56], [79 38], [85 25], [87  6]]",87.087,[],790
"[(0.4, 1)]",0.4,"[[133 166], [106 167]]","[[133 166], [106 167]]",27.0185,[[6]],790
"[(0.4, 1)]",0.4615,"[[98 51], [71 69], [64 77], [55 87]]","[[98 51], [71 69], [64 77], [55 87]]",56.5337,[[3]],790
"[(0.4762, 6), (0.1111, 2)]",0.4,"[[77 80], [73 77], [79 58], [86 45], [90 33], [105  18], [119  28]]","[[77 80], [73 77], [79 58], [86 45], [90 33], [105  18], [119  28]]",90.7566,"[[7, 4, 6, 2, 3, 5], [4, 5]]",790
[],0.0,"[[68 77], [66 81], [62 89], [ 62 111], [ 67 134], [ 64 149]]","[[68 77], [66 81], [62 89], [ 62 111], [ 67 134], [ 64 149]]",74.2507,[],790
"[(0.5556, 2)]",0.8095,"[[127 182], [109 177], [ 84 165], [ 78 155], [ 67 134], [ 64 120]]","[[127 182], [109 177], [ 84 165], [ 78 155], [ 67 134], [ 64 120]]",96.0987,"[[0, 0]]",790
[],0.0,"[[53 66], [65 49], [68 46], [80 24], [91  9]]","[[53 66], [65 49], [68 46], [80 24], [91  9]]",68.7123,[],790
"[(1.0, 4), (0.2222, 2)]",1.0,"[[138  93], [134  91], [119  75], [96 53], [88 40], [89 36], [82  8]]","[[138  93], [134  91], [119  75], [96 53], [88 40], [89 36], [82  8]]",106.4807,"[[3, 6, 3, 5], [7, 8]]",790
[],0.0,"[[50 91], [57 88], [64 85]]","[[50 91], [57 88], [64 85]]",15.2315,[],790
"[(0.1765, 4), (0.0476, 5)]",0.2381,"[[ 61 113], [ 62 100], [68 77], [79 58], [91 62], [114  70]]","[[ 61 113], [ 62 100], [68 77], [79 58], [91 62], [114  70]]",95.7633,"[[3, 6, 1, 0], [8, 2, 4, 7, 5]]",790
"[(0.1538, 3)]",0.32,"[[68 46], [72 56], [68 77], [ 73 100], [ 78 109], [ 91 115], [100 119]]","[[68 46], [72 56], [68 77], [ 73 100], [ 78 109], [ 91 115], [100 119]]",90.1474,"[[6, 6, 4]]",790
"[(0.0769, 3)]",0.0769,"[[ 79 139], [ 82 133], [ 89 126], [111 119]]","[[ 79 139], [ 82 133], [ 89 126], [111 119]]",39.6945,"[[1, 3, 4]]",790
"[(0.4, 1), (0.3529, 4), (0.2308, 3)]",0.6667,"[[114  70], [132  90], [117 115], [100 119], [ 84 143], [ 82 166]]","[[114  70], [132  90], [117 115], [100 119], [ 84 143], [ 82 166]]",125.4575,"[[5], [3, 6, 4, 3], [4, 0, 3]]",790
"[(0.4, 1), (0.1538, 3)]",0.6154,"[[175  64], [171  85], [164  93], [152  95]]","[[175  64], [171  85], [164  93], [152  95]]",44.1732,"[[5], [3, 4, 3]]",790
"[(0.2222, 2), (0.1538, 3)]",0.381,"[[124  97], [132  90], [119  75], [91 62], [86 60], [68 46]]","[[124  97], [132  90], [119  75], [91 62], [86 60], [68 46]]",89.539,"[[5, 3], [1, 3, 4]]",790
"[(0.2308, 3), (0.1176, 4)]",0.4118,"[[ 50 130], [ 64 126], [ 89 121], [117 115], [136  94]]","[[ 50 130], [ 64 126], [ 89 121], [117 115], [136  94]]",97.0106,"[[3, 2, 4], [6, 3, 6, 6]]",790
[],0.0,"[[ 29 134], [ 32 121], [ 36 108], [39 98]]","[[ 29 134], [ 32 121], [ 36 108], [39 98]]",37.3834,[],790
"[(0.0769, 3)]",0.28,"[[114  70], [130  82], [124  97], [111 119], [ 89 125], [ 82 133], [ 63 144]]","[[114  70], [130  82], [124  97], [111 119], [ 89 125], [ 82 133], [ 63 144]]",117.0975,"[[4, 5, 5]]",790
"[(0.3333, 2), (0.2308, 3), (0.1538, 3)]",0.6154,"[[124  97], [125  89], [122  65], [104  55]]","[[124  97], [125  89], [122  65], [104  55]]",52.8403,"[[4, 4], [6, 5, 6], [5, 4, 5]]",790
"[(0.0588, 4)]",0.2414,"[[ 49 119], [ 58 109], [ 62 100], [68 77], [79 58], [86 45], [88 40], [91 17]]","[[ 49 119], [ 58 109], [ 62 100], [68 77], [79 58], [86 45], [88 40], [91 17]]",112.3715,"[[7, 6, 4, 0]]",790
"[(0.4444, 2), (0.1111, 2)]",0.48,"[[125 176], [140 160], [152 134], [154 132], [158 124], [164 119], [165  96]]","[[125 176], [140 160], [152 134], [154 132], [158 124], [164 119], [165  96]]",93.172,"[[6, 4], [2, 4]]",790
[],0.0,"[[109 177], [129 172]]","[[109 177], [129 172]]",20.6155,[],790
[],0.0,"[[ 79 139], [ 67 134], [ 50 130], [ 42 126], [ 25 118]]","[[ 79 139], [ 67 134], [ 50 130], [ 42 126], [ 25 118]]",58.1968,[],790
"[(0.1111, 2)]",0.1111,"[[86  0], [81 19], [86 45]]","[[86  0], [81 19], [86 45]]",46.1233,"[[4, 4]]",790
"[(0.2222, 2)]",0.4138,"[[79 38], [79 58], [73 77], [72 83], [ 69 103], [ 70 125], [ 72 130], [ 78 155]]","[[79 38], [79 58], [73 77], [72 83], [ 69 103], [ 70 125], [ 72 130], [ 78 155]]",119.3492,"[[3, 4]]",790
[],0.0,"[[ 89 126], [ 82 133], [ 63 144], [ 54 148], [ 44 157], [ 40 161]]","[[ 89 126], [ 82 133], [ 63 144], [ 54 148], [ 44 157], [ 40 161]]",60.8133,[],790
"[(0.2222, 2)]",0.3077,"[[67 72], [68 77], [ 73 100], [ 83 121]]","[[67 72], [68 77], [ 73 100], [ 83 121]]",51.8956,"[[4, 3]]",790
[],0.0,"[[ 84 165], [ 69 148], [ 57 136], [ 45 117]]","[[ 84 165], [ 69 148], [ 57 136], [ 45 117]]",62.1143,[],790
"[(0.2222, 2)]",0.2222,"[[157  39], [165  41], [155  52]]","[[157  39], [165  41], [155  52]]",23.1123,"[[7, 6]]",790
[],0.0,"[[ 50 121], [ 67 134]]","[[ 50 121], [ 67 134]]",21.4009,[],790
"[(0.1176, 4)]",0.1176,"[[ 50 133], [ 56 113], [ 58 109], [ 62 100], [82 87]]","[[ 50 133], [ 56 113], [ 58 109], [ 62 100], [82 87]]",59.0553,"[[3, 1, 1, 5]]",790
"[(0.2222, 2), (0.0588, 4)]",0.4118,"[[113  65], [126  70], [124  89], [117 115], [112 129]]","[[113  65], [126  70], [124  89], [117 115], [112 129]]",74.8253,"[[1, 6], [4, 4, 7, 4]]",790
[],0.0,"[[ 45 145], [ 49 137], [ 50 133], [ 65 113]]","[[ 45 145], [ 49 137], [ 50 133], [ 65 113]]",38.0674,[],790
"[(0.2222, 2)]",0.4138,"[[105 173], [102 174], [ 84 165], [ 78 155], [ 61 140], [ 50 121], [ 47 113], [ 43 105]]","[[105 173], [102 174], [ 84 165], [ 78 155], [ 61 140], [ 50 121], [ 47 113], [ 43 105]]",97.0631,"[[5, 6]]",790
[],0.0,"[[100 119], [ 89 125]]","[[100 119], [ 89 125]]",12.53,[],790
[],0.0,"[[ 49 137], [ 66 125], [ 83 121]]","[[ 49 137], [ 66 125], [ 83 121]]",38.2729,[],790
[],0.0,"[[ 89 121], [ 72 130], [ 60 136]]","[[ 89 121], [ 72 130], [ 60 136]]",32.6518,[],790
"[(0.1538, 3), (0.0476, 6)]",0.3636,"[[ 82 151], [ 79 139], [ 77 118], [ 73 100], [72 83], [73 77], [79 58], [79 38], [82 14]]","[[ 82 151], [ 79 139], [ 77 118], [ 73 100], [72 83], [73 77], [79 58], [79 38], [82 14]]",139.1272,"[[8, 4, 6], [4, 7, 7, 7, 8, 5]]",790
"[(0.4, 1)]",0.4,"[[71 69], [77 80]]","[[71 69], [77 80]]",12.53,[[4]],790
"[(0.4762, 8), (0.3529, 4), (0.2222, 2)]",0.4242,"[[81 49], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 138], [ 82 166]]","[[81 49], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 138], [ 82 166]]",119.9776,"[[6, 3, 0, 7, 4, 8, 3, 4], [5, 7, 5, 3], [1, 4]]",790
[],0.0,"[[82  8], [82 14], [79 38], [72 56], [67 72], [64 77]]","[[82  8], [82 14], [79 38], [72 56], [67 72], [64 77]]",72.094,[],790
[],0.0,"[[ 40 161], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [ 58 109], [ 62 100], [68 77]]","[[ 40 161], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [ 58 109], [ 62 100], [68 77]]",88.8018,[],790
