rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards
[],0.0,"[[ 47 102], [ 64 120]]","[[ 47 102], [ 64 120]]",24.7588,[],790
[],0.0,"[[ 47 102], [ 56 113], [ 64 126], [ 69 148]]","[[ 47 102], [ 56 113], [ 64 126], [ 69 148]]",52.038,[],790
[],0.0,"[[54 85], [57 77], [57 59], [65 49], [70 31]]","[[54 85], [57 77], [57 59], [65 49], [70 31]]",58.0318,[],790
[],0.0,"[[62 93], [ 43 105], [ 39 110]]","[[62 93], [ 43 105], [ 39 110]]",28.8753,[],790
"[(0.2, 1), (0.2, 1)]",0.3846,"[[115 129], [109 132], [ 84 138], [ 63 144]]","[[115 129], [109 132], [ 84 138], [ 63 144]]",54.2585,"[[4], [4]]",790
[],0.0,"[[ 65 153], [ 69 148], [ 82 133]]","[[ 65 153], [ 69 148], [ 82 133]]",26.2526,[],790
"[(0.381, 5), (0.1538, 3)]",0.381,"[[68 46], [72 56], [68 77], [ 73 100], [ 85 115], [109 132]]","[[68 46], [72 56], [68 77], [ 73 100], [ 85 115], [109 132]]",104.3053,"[[3, 5, 5, 5, 1], [8, 4, 4]]",790
[],0.0,"[[47 70], [50 91], [ 56 113], [ 57 136], [ 58 140]]","[[47 70], [50 91], [ 56 113], [ 57 136], [ 58 140]]",71.1615,[],790
"[(0.4444, 2), (0.1538, 3)]",0.7059,"[[87 35], [88 40], [96 53], [119  75], [134  91]]","[[87 35], [88 40], [96 53], [119  75], [134  91]]",74.1227,"[[4, 3], [4, 0, 5]]",790
"[(0.1111, 2), (0.0476, 5)]",0.3333,"[[72 83], [73 77], [79 58], [86 45], [88 40], [96 21]]","[[72 83], [73 77], [79 58], [86 45], [88 40], [96 21]]",66.7731,"[[0, 5], [7, 6, 5, 7, 0]]",790
"[(0.2, 1)]",0.2,"[[65 86], [82 87]]","[[65 86], [82 87]]",17.0294,[[5]],790
"[(0.2222, 2)]",0.2222,"[[37 94], [57 88], [80 84]]","[[37 94], [57 88], [80 84]]",44.2258,"[[4, 4]]",790
[],0.0,"[[37 98], [ 43 105], [ 47 113]]","[[37 98], [ 43 105], [ 47 113]]",18.1638,[],790
[],0.0,"[[64 77], [59 93], [ 56 113], [ 50 133], [ 49 137], [ 45 145], [ 40 161]]","[[64 77], [59 93], [ 56 113], [ 50 133], [ 49 137], [ 45 145], [ 40 161]]",87.6978,[],790
"[(0.4, 1)]",0.4706,"[[105  18], [87 35], [72 56], [57 77], [45 88]]","[[105  18], [87 35], [72 56], [57 77], [45 88]]",92.6516,[[4]],790
[],0.0,"[[37 98], [ 33 101]]","[[37 98], [ 33 101]]",5.0,[],790
"[(0.4118, 4), (0.2, 1)]",0.4483,"[[91 62], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 143]]","[[91 62], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 143]]",100.1926,"[[3, 2, 5, 3], [4]]",790
"[(0.4, 1), (0.1111, 2)]",0.5556,"[[122  65], [125  89], [120 118]]","[[122  65], [125  89], [120 118]]",53.6147,"[[5], [2, 4]]",790
[],0.0,"[[78  1], [90  7]]","[[78  1], [90  7]]",13.4164,[],790
"[(0.0588, 4)]",0.3171,"[[96 21], [90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 50 133], [ 49 137], [ 45 145]]","[[96 21], [90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 50 133], [ 49 137], [ 45 145]]",134.9066,"[[1, 2, 8, 4]]",790
[],0.0,"[[ 49 137], [ 63 144]]","[[ 49 137], [ 63 144]]",15.6525,[],790
[],0.0,"[[71 26], [65 49], [67 72], [64 77], [59 93], [ 56 113], [ 50 133], [ 54 148]]","[[71 26], [65 49], [67 72], [64 77], [59 93], [ 56 113], [ 50 133], [ 54 148]]",126.0791,[],790
[],0.0,"[[ 50 121], [ 60 136]]","[[ 50 121], [ 60 136]]",18.0278,[],790
"[(0.2222, 2)]",0.3529,"[[106  16], [105  18], [79 38], [65 49], [53 66]]","[[106  16], [105  18], [79 38], [65 49], [53 66]]",73.6517,"[[0, 4]]",790
[],0.0,"[[37 94], [ 43 105], [ 47 113], [ 50 133]]","[[37 94], [ 43 105], [ 47 113], [ 50 133]]",41.698,[],790
[],0.0,"[[ 49 137], [ 58 140]]","[[ 49 137], [ 58 140]]",9.4868,[],790
"[(0.0769, 3)]",0.2381,"[[ 79 139], [ 82 133], [ 89 126], [111 119], [124  97], [132  90]]","[[ 79 139], [ 82 133], [ 89 126], [111 119], [124  97], [132  90]]",75.8785,"[[2, 5, 4]]",790
[],0.0,"[[39 98], [ 47 102], [ 60 107], [ 83 121]]","[[39 98], [ 47 102], [ 60 107], [ 83 121]]",49.7985,[],790
"[(0.4762, 5), (0.1111, 2)]",0.6667,"[[148 141], [153 142], [142 151], [129 160], [102 174], [ 84 165], [ 78 155], [ 72 130], [ 65 113]]","[[148 141], [153 142], [142 151], [129 160], [102 174], [ 84 165], [ 78 155], [ 72 130], [ 65 113]]",141.4181,"[[7, 3, 1, 1, 7], [6, 0]]",790
"[(0.3333, 2), (0.2, 1)]",0.4118,"[[100 119], [117 115], [124  89], [126  70], [113  65]]","[[100 119], [117 115], [124  89], [126  70], [113  65]]",77.4234,"[[0, 3], [4]]",790
"[(0.1111, 2), (0.1176, 4)]",0.4706,"[[78  1], [82 14], [88 40], [96 53], [119  75]]","[[78  1], [82 14], [88 40], [96 53], [119  75]]",87.3768,"[[3, 4], [2, 2, 2, 1]]",790
"[(0.3077, 3), (0.0588, 4)]",0.3529,"[[ 62 112], [ 65 113], [ 98 119], [117 115], [124  89]]","[[ 62 112], [ 65 113], [ 98 119], [117 115], [124  89]]",83.0456,"[[8, 1, 4], [6, 7, 0, 3]]",790
"[(0.0769, 3), (0.0476, 5)]",0.3103,"[[ 67 134], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [79 38], [81 19]]","[[ 67 134], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [79 38], [81 19]]",117.4176,"[[8, 5, 5], [5, 8, 1, 5, 6]]",790
[],0.0,"[[88 40], [80 23]]","[[88 40], [80 23]]",18.7883,[],790
"[(0.3077, 3), (0.1905, 5), (0.0476, 6)]",0.64,"[[90  7], [91 17], [88 40], [96 53], [114  70], [132  90], [129 104]]","[[90  7], [91 17], [88 40], [96 53], [114  70], [132  90], [129 104]]",114.4929,"[[3, 6, 8], [4, 3, 1, 5, 0], [2, 3, 2, 3, 3, 4]]",790
"[(0.2222, 2)]",0.3846,"[[138  93], [134  91], [119  75], [105  59]]","[[138  93], [134  91], [119  75], [105  59]]",47.6641,"[[8, 3]]",790
"[(0.2, 1)]",0.4483,"[[116  65], [97 62], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 50 133]]","[[116  65], [97 62], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 50 133]]",118.6834,[[4]],790
"[(0.0769, 3), (0.1176, 4)]",0.2857,"[[ 72 130], [ 70 125], [ 69 103], [72 83], [72 56], [67 32]]","[[ 72 130], [ 70 125], [ 69 103], [72 83], [72 56], [67 32]]",99.1469,"[[1, 5, 0], [4, 6, 5, 5]]",790
"[(0.0769, 3)]",0.0769,"[[ 49 119], [ 64 120], [ 90 123], [120 118]]","[[ 49 119], [ 64 120], [ 90 123], [120 118]]",71.6196,"[[4, 8, 4]]",790
"[(0.3333, 2), (0.2222, 2), (0.1538, 3)]",0.3846,"[[ 78 155], [ 84 143], [109 132], [128 113]]","[[ 78 155], [ 84 143], [109 132], [128 113]]",67.5995,"[[7, 0], [3, 0], [4, 2, 0]]",790
"[(0.1111, 2)]",0.36,"[[82 87], [80 84], [ 69 103], [ 64 120], [ 58 140], [ 54 148], [ 47 162]]","[[82 87], [80 84], [ 69 103], [ 64 120], [ 58 140], [ 54 148], [ 47 162]]",88.7575,"[[3, 4]]",790
"[(0.3077, 3)]",0.3529,"[[115 129], [117 115], [124  89], [126  70], [113  65]]","[[115 129], [117 115], [124  89], [126  70], [113  65]]",74.1013,"[[5, 3, 2]]",790
[],0.0,"[[ 32 121], [ 45 126], [ 67 134], [ 84 143]]","[[ 32 121], [ 45 126], [ 67 134], [ 84 143]]",56.5732,[],790
"[(0.2, 1)]",0.4595,"[[116  66], [97 62], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 29 134], [ 28 138]]","[[116  66], [97 62], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 29 134], [ 28 138]]",133.9747,[[4]],790
[],0.0,"[[ 50 130], [ 45 145], [ 40 161]]","[[ 50 130], [ 45 145], [ 40 161]]",32.5744,[],790
[],0.0,"[[62 89], [44 85]]","[[62 89], [44 85]]",18.4391,[],790
[],0.0,"[[159 129], [155 138]]","[[159 129], [155 138]]",9.8489,[],790
[],0.0,"[[ 70 125], [ 64 120], [ 47 102], [37 94]]","[[ 70 125], [ 64 120], [ 47 102], [37 94]]",45.3753,[],790
[],0.0,"[[ 78 109], [ 83 121]]","[[ 78 109], [ 83 121]]",13.0,[],790
"[(0.2308, 3), (0.1176, 4)]",0.36,"[[72 83], [73 77], [79 58], [91 62], [119  75], [132  90], [136  94]]","[[72 83], [73 77], [79 58], [91 62], [119  75], [132  90], [136  94]]",95.0337,"[[6, 4, 6], [2, 4, 6, 6]]",790
"[(0.2222, 2)]",0.381,"[[63 47], [68 77], [ 73 100], [ 78 109], [ 91 115], [100 119]]","[[63 47], [68 77], [ 73 100], [ 78 109], [ 91 115], [100 119]]",88.4133,"[[7, 4]]",790
[],0.0,"[[89 36], [86 45], [79 58], [71 69], [59 81], [45 95], [ 36 108], [ 29 122]]","[[89 36], [86 45], [79 58], [71 69], [59 81], [45 95], [ 36 108], [ 29 122]]",106.0865,[],790
"[(0.4, 1)]",0.4706,"[[105  18], [87 35], [72 56], [57 77], [45 95]]","[[105  18], [87 35], [72 56], [57 77], [45 95]]",98.0061,[[3]],790
"[(0.2941, 4)]",0.3793,"[[91 17], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 64 126]]","[[91 17], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 64 126]]",113.2137,"[[6, 4, 4, 3]]",790
"[(0.0588, 4)]",0.2414,"[[ 50 121], [ 58 109], [ 62 100], [68 77], [79 58], [86 45], [89 36], [91  9]]","[[ 50 121], [ 58 109], [ 62 100], [68 77], [79 58], [86 45], [89 36], [91  9]]",121.3209,"[[3, 6, 4, 5]]",790
"[(0.2308, 3)]",0.2941,"[[68 46], [81 49], [97 62], [106  73], [99 77]]","[[68 46], [81 49], [97 62], [106  73], [99 77]]",56.2321,"[[6, 6, 7]]",790
[],0.0,"[[178  65], [170  59]]","[[178  65], [170  59]]",10.0,[],790
"[(0.4, 1), (0.3529, 4), (0.2222, 2)]",0.4706,"[[ 82 166], [ 84 143], [109 132], [120 118], [136  94]]","[[ 82 166], [ 84 143], [109 132], [120 118], [136  94]]",97.0487,"[[6], [3, 3, 7, 1], [5, 6]]",790
"[(0.2, 1), (0.1538, 3)]",0.44,"[[126  70], [124  89], [117 115], [100 119], [ 90 123], [ 64 120], [ 49 119]]","[[126  70], [124  89], [117 115], [100 119], [ 90 123], [ 64 120], [ 49 119]]",115.4712,"[[5], [2, 1, 1]]",790
"[(0.4, 1)]",0.4444,"[[168 112], [171  85], [171  71]]","[[168 112], [171  85], [171  71]]",41.1662,[[4]],790
"[(1.0, 4), (0.4, 1)]",1.0,"[[134  91], [119  75], [96 53], [88 40], [96 21]]","[[134  91], [119  75], [96 53], [88 40], [96 21]]",89.6392,"[[6, 8, 4, 0], [4]]",790
"[(0.0588, 4), (0.0476, 6)]",0.24,"[[ 47 113], [ 56 113], [ 77 118], [ 89 121], [111 119], [124  97], [134  76]]","[[ 47 113], [ 56 113], [ 77 118], [ 89 121], [111 119], [124  97], [134  76]]",113.8603,"[[4, 5, 2, 4], [6, 5, 4, 0, 4, 3]]",790
"[(0.4, 1)]",0.4615,"[[66 81], [ 73 100], [ 77 118], [ 79 139]]","[[66 81], [ 73 100], [ 77 118], [ 79 139]]",59.7826,[[3]],790
"[(0.1538, 3), (0.0952, 5)]",0.3636,"[[89 36], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 138]]","[[89 36], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 138]]",106.9384,"[[7, 8, 4], [8, 7, 4, 3, 4]]",790
[],0.0,"[[59 81], [77 80]]","[[59 81], [77 80]]",18.0278,[],790
"[(0.4, 1)]",0.4615,"[[ 96 176], [ 82 151], [ 72 130], [ 62 111]]","[[ 96 176], [ 82 151], [ 72 130], [ 62 111]]",73.3834,[[1]],790
[],0.0,"[[ 82 166], [ 78 155], [ 72 130], [ 70 125], [ 65 108], [62 93]]","[[ 82 166], [ 78 155], [ 72 130], [ 70 125], [ 65 108], [62 93]]",75.8169,[],790
"[(0.1765, 4)]",0.2381,"[[87  6], [82 14], [79 38], [79 58], [73 77], [72 83]]","[[87  6], [82 14], [79 38], [79 58], [73 77], [72 83]]",79.6284,"[[3, 3, 5, 4]]",790
"[(0.2222, 2)]",0.3077,"[[154 132], [155 138], [142 151], [129 160]]","[[154 132], [155 138], [142 151], [129 160]]",40.2789,"[[5, 5]]",790
"[(0.1538, 3), (0.0952, 5), (0.0952, 8)]",0.3636,"[[87 35], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 149]]","[[87 35], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 149]]",118.2743,"[[4, 4, 3], [5, 6, 4, 4, 8], [8, 3, 7, 4, 1, 6, 4, 3]]",790
[],0.0,"[[98 16], [95 23], [79 38], [65 49], [53 66]]","[[98 16], [95 23], [79 38], [65 49], [53 66]]",68.1606,[],790
[],0.0,"[[ 33 101], [44 85]]","[[ 33 101], [44 85]]",19.4165,[],790
"[(0.1538, 3)]",0.2857,"[[71 29], [65 49], [68 77], [ 73 100], [ 78 109], [ 90 123]]","[[71 29], [65 49], [68 77], [ 73 100], [ 78 109], [ 90 123]]",101.3128,"[[3, 2, 3]]",790
[],0.0,"[[142 170], [110 174]]","[[142 170], [110 174]]",32.249,[],790
"[(0.0769, 3)]",0.1765,"[[ 73 100], [72 83], [73 77], [79 58], [96 53]]","[[ 73 100], [72 83], [73 77], [79 58], [96 53]]",60.7571,"[[4, 3, 5]]",790
[],0.0,"[[ 56 155], [ 57 136], [ 62 111]]","[[ 56 155], [ 57 136], [ 62 111]]",44.5214,[],790
[],0.0,"[[79 58], [71 69], [64 77]]","[[79 58], [71 69], [64 77]]",24.2316,[],790
"[(0.0952, 6)]",0.08,"[[ 33 101], [ 43 105], [ 47 109], [ 56 113], [ 64 120], [ 70 125], [ 84 149]]","[[ 33 101], [ 43 105], [ 47 109], [ 56 113], [ 64 120], [ 70 125], [ 84 149]]",72.5013,"[[3, 7, 4, 6, 8, 4]]",790
[],0.0,"[[89 36], [80 24]]","[[89 36], [80 24]]",15.0,[],790
"[(0.4, 1)]",0.4444,"[[69 83], [ 73 100], [ 83 121]]","[[69 83], [ 73 100], [ 83 121]]",40.7237,[[4]],790
[],0.1765,"[[71 26], [79 38], [86 45], [96 53], [105  59]]","[[71 26], [79 38], [86 45], [96 53], [105  59]]",47.9446,[],790
[],0.0,"[[ 67 134], [ 64 126], [ 60 107], [54 85]]","[[ 67 134], [ 64 126], [ 60 107], [54 85]]",50.764,[],790
"[(0.1538, 3), (0.1538, 3)]",0.2857,"[[ 54 148], [ 63 144], [ 79 139], [109 132], [112 130], [125 121]]","[[ 54 148], [ 63 144], [ 79 139], [109 132], [112 130], [125 121]]",76.8347,"[[0, 1, 6], [4, 5, 5]]",790
[],0.0,"[[ 50 121], [ 47 113], [50 91], [57 77], [57 59]]","[[ 50 121], [ 47 113], [50 91], [57 77], [57 59]]",64.4001,[],790
[],0.0,"[[ 50 121], [ 47 113], [ 43 105], [37 94]]","[[ 50 121], [ 47 113], [ 43 105], [37 94]]",30.0182,[],790
"[(0.4, 1)]",0.4,"[[ 89 126], [109 132]]","[[ 89 126], [109 132]]",20.8806,[[5]],790
[],0.0,"[[ 84 143], [ 61 140], [ 49 137]]","[[ 84 143], [ 61 140], [ 49 137]]",35.5641,[],790
"[(0.2222, 2), (0.2222, 2)]",0.3529,"[[ 63 144], [ 79 139], [109 132], [112 130], [125 121]]","[[ 63 144], [ 79 139], [109 132], [112 130], [125 121]]",66.9858,"[[6, 6], [6, 5]]",790
"[(0.3333, 2)]",0.4118,"[[109 132], [ 89 121], [ 73 100], [64 85], [57 77]]","[[109 132], [ 89 121], [ 73 100], [64 85], [57 77]]",77.3492,"[[6, 1]]",790
"[(0.2222, 2), (0.1176, 4)]",0.381,"[[105 173], [102 174], [ 84 165], [ 84 143], [109 132], [117 115]]","[[105 173], [102 174], [ 84 165], [ 84 143], [109 132], [117 115]]",91.3882,"[[4, 1], [1, 4, 5, 0]]",790
[],0.0,"[[77 80], [82 87]]","[[77 80], [82 87]]",8.6023,[],790
[],0.0,"[[67 72], [64 77], [59 93]]","[[67 72], [64 77], [59 93]]",22.594,[],790
[],0.0,"[[ 70 125], [ 64 120], [ 58 109], [45 88]]","[[ 70 125], [ 64 120], [ 58 109], [45 88]]",45.0384,[],790
[],0.0,"[[ 60 136], [ 67 134], [ 89 125], [100 119]]","[[ 60 136], [ 67 134], [ 89 125], [100 119]]",43.5798,[],790
[],0.0,"[[54 85], [ 58 109], [ 60 136], [ 61 149]]","[[54 85], [ 58 109], [ 60 136], [ 61 149]]",64.4434,[],790
[],0.0,"[[65 86], [44 85]]","[[65 86], [44 85]]",21.0238,[],790
"[(0.2222, 2), (0.1176, 4)]",0.381,"[[113  65], [126  70], [124  89], [117 115], [100 119], [ 82 133]]","[[113  65], [126  70], [124  89], [117 115], [100 119], [ 82 133]]",100.2269,"[[7, 1], [2, 4, 4, 0]]",790
"[(0.381, 8), (0.2857, 5), (0.1538, 3)]",0.3636,"[[88 40], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 149]]","[[88 40], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 149]]",113.6096,"[[6, 7, 7, 4, 6, 1, 7, 3], [2, 6, 7, 0, 3], [3, 3, 3]]",790
"[(0.0588, 4)]",0.1429,"[[ 65 113], [ 69 103], [72 83], [73 77], [79 58], [87 47]]","[[ 65 113], [ 69 103], [72 83], [73 77], [79 58], [87 47]]",70.6032,"[[3, 4, 4, 5]]",790
"[(0.2381, 7)]",0.2121,"[[ 82 166], [ 78 155], [ 72 130], [ 70 125], [ 69 103], [72 83], [73 77], [79 58], [95 56]]","[[ 82 166], [ 78 155], [ 72 130], [ 70 125], [ 69 103], [72 83], [73 77], [79 58], [95 56]]",127.1784,"[[2, 7, 2, 6, 7, 2, 0]]",790
"[(0.4286, 5), (0.3333, 2)]",0.44,"[[116  66], [97 62], [79 58], [73 77], [72 83], [ 73 100], [ 78 109]]","[[116  66], [97 62], [79 58], [73 77], [72 83], [ 73 100], [ 78 109]]",91.1882,"[[5, 2, 1, 5, 3], [1, 4]]",790
[],0.0,"[[71 75], [66 81], [62 89], [ 43 105], [ 39 110], [ 29 122]]","[[71 75], [66 81], [62 89], [ 43 105], [ 39 110], [ 29 122]]",63.6176,[],790
"[(0.3333, 2)]",0.5385,"[[ 78 155], [ 84 165], [102 174], [116 176]]","[[ 78 155], [ 84 165], [102 174], [116 176]]",45.9287,"[[5, 4]]",790
[],0.0,"[[54 85], [55 87], [ 62 100]]","[[54 85], [55 87], [ 62 100]]",17.0009,[],790
[],0.0,"[[49 63], [71 69]]","[[49 63], [71 69]]",22.8035,[],790
"[(0.4444, 2), (0.2941, 4), (0.0952, 5)]",0.4762,"[[158 124], [160 118], [168  92], [171  85], [170  62], [155  44]]","[[158 124], [160 118], [168  92], [171  85], [170  62], [155  44]]",87.5957,"[[6, 4], [1, 2, 2, 4], [3, 7, 2, 4, 4]]",790
"[(0.3333, 2)]",0.3846,"[[136  94], [117 115], [100 119], [ 86 131]]","[[136  94], [117 115], [100 119], [ 86 131]]",64.2229,"[[1, 2]]",790
"[(0.1538, 3), (0.8095, 5)]",0.697,"[[155  44], [167  54], [170  59], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134]]","[[155  44], [167  54], [170  59], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134]]",100.3866,"[[4, 6, 1], [3, 6, 7, 2, 2]]",790
"[(0.2222, 2)]",0.381,"[[105 173], [102 174], [ 84 165], [ 78 155], [ 67 134], [ 61 113]]","[[105 173], [102 174], [ 84 165], [ 78 155], [ 67 134], [ 61 113]]",80.4957,"[[6, 5]]",790
[],0.0,"[[ 58 109], [59 93]]","[[ 58 109], [59 93]]",16.0312,[],790
[],0.0,"[[79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 29 134]]","[[79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 29 134]]",91.996,[],790
[],0.0,"[[86 60], [79 58], [71 69], [64 77], [50 91], [ 39 110]]","[[86 60], [79 58], [71 69], [64 77], [50 91], [ 39 110]]",73.2652,[],790
"[(0.4444, 2), (0.4286, 6)]",0.48,"[[125 176], [140 160], [152 134], [154 132], [158 124], [164 119], [165  96]]","[[125 176], [140 160], [152 134], [154 132], [158 124], [164 119], [165  96]]",93.172,"[[4, 4], [4, 3, 3, 5, 0, 8]]",790
"[(0.1111, 2)]",0.2308,"[[ 72 130], [ 89 125], [111 119], [124  97]]","[[ 72 130], [ 89 125], [111 119], [124  97]]",66.0774,"[[1, 4]]",790
"[(0.0588, 4)]",0.2414,"[[95 23], [90 33], [86 45], [79 58], [71 75], [66 81], [62 89], [ 43 105]]","[[95 23], [90 33], [86 45], [79 58], [71 75], [66 81], [62 89], [ 43 105]]",98.9766,"[[6, 3, 3, 4]]",790
"[(0.6471, 4), (0.2, 1)]",0.8182,"[[99 77], [106  73], [97 62], [79 58], [71 75], [66 81], [62 89], [ 43 105], [ 32 121]]","[[99 77], [106  73], [97 62], [79 58], [71 75], [66 81], [62 89], [ 43 105], [ 32 121]]",120.5128,"[[6, 2, 5, 4], [5]]",790
"[(0.1538, 3)]",0.1538,"[[ 64 149], [ 82 133], [ 89 126], [117 115]]","[[ 64 149], [ 82 133], [ 89 126], [117 115]]",64.0659,"[[3, 4, 4]]",790
[],0.0,"[[44 85], [45 75]]","[[44 85], [45 75]]",10.0499,[],790
[],0.0,"[[49 85], [45 95], [ 37 108]]","[[49 85], [45 95], [ 37 108]]",26.0347,[],790
"[(0.2, 1)]",0.2,"[[167  54], [178  85]]","[[167  54], [178  85]]",32.8938,[[5]],790
"[(0.4444, 2)]",0.4615,"[[90 33], [88 40], [96 53], [105  59]]","[[90 33], [88 40], [96 53], [105  59]]",33.3611,"[[4, 3]]",790
"[(0.6, 1), (0.1538, 3)]",0.5294,"[[122  65], [124  89], [117 115], [100 119], [ 86 131]]","[[122  65], [124  89], [117 115], [100 119], [ 86 131]]",86.9124,"[[5], [3, 2, 5]]",790
[],0.0,"[[ 72 130], [ 64 126], [ 50 121], [ 45 117], [ 36 108]]","[[ 72 130], [ 64 126], [ 50 121], [ 45 117], [ 36 108]]",42.9414,[],790
[],0.0,"[[ 56 113], [62 93], [66 81], [72 56], [74 38], [81 19]]","[[ 56 113], [62 93], [66 81], [72 56], [74 38], [81 19]]",97.5989,[],790
[],0.0,"[[59 93], [64 77], [67 72], [65 49]]","[[59 93], [64 77], [67 72], [65 49]]",45.6808,[],790
[],0.16,"[[45 75], [48 70], [53 66], [65 49], [70 31], [82 14], [86  4]]","[[45 75], [48 70], [53 66], [65 49], [70 31], [82 14], [86  4]]",83.3033,[],790
[],0.0,"[[82  8], [82 14], [79 38], [72 56], [68 77], [ 62 100], [ 62 112]]","[[82  8], [82 14], [79 38], [72 56], [68 77], [ 62 100], [ 62 112]]",106.6473,[],790
"[(0.1111, 2)]",0.3793,"[[81 49], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 50 133], [ 49 137]]","[[81 49], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 50 133], [ 49 137]]",94.3515,"[[4, 4]]",790
[],0.0,"[[ 61 140], [ 54 148], [ 44 157]]","[[ 61 140], [ 54 148], [ 44 157]]",24.0838,[],790
[],0.0,"[[85  2], [82 14], [79 38], [72 56]]","[[85  2], [82 14], [79 38], [72 56]]",55.8693,[],790
"[(0.1111, 2)]",0.1111,"[[ 86 131], [ 89 126], [117 115]]","[[ 86 131], [ 89 126], [117 115]]",35.9142,"[[5, 4]]",790
"[(0.1176, 4)]",0.1176,"[[ 22 124], [ 41 129], [ 64 126], [ 90 123], [120 118]]","[[ 22 124], [ 41 129], [ 64 126], [ 90 123], [120 118]]",99.428,"[[8, 6, 4, 4]]",790
[],0.0,"[[ 49 119], [ 61 113]]","[[ 49 119], [ 61 113]]",13.4164,[],790
"[(0.1538, 3)]",0.1538,"[[49 85], [ 60 107], [ 66 125], [ 82 151]]","[[49 85], [ 60 107], [ 66 125], [ 82 151]]",74.0991,"[[5, 4, 3]]",790
"[(0.1111, 2)]",0.2308,"[[53 66], [68 77], [80 84], [82 87]]","[[53 66], [68 77], [80 84], [82 87]]",36.0991,"[[4, 4]]",790
[],0.0,"[[ 49 137], [ 57 136], [ 72 130]]","[[ 49 137], [ 57 136], [ 72 130]]",24.2178,[],790
[],0.0,"[[47 70], [66 81], [72 83]]","[[47 70], [66 81], [72 83]]",28.2791,[],790
[],0.0,"[[70 31], [65 49], [68 77], [ 62 100], [ 62 112]]","[[70 31], [65 49], [68 77], [ 62 100], [ 62 112]]",82.6115,[],790
[],0.0,"[[ 65 113], [ 50 130], [ 37 144]]","[[ 65 113], [ 50 130], [ 37 144]]",41.7765,[],790
"[(0.3077, 3)]",0.4138,"[[105  59], [97 62], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134]]","[[105  59], [97 62], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134]]",105.0798,"[[2, 6, 8]]",790
"[(0.4444, 2), (0.0476, 5)]",0.4865,"[[113  20], [105  18], [90 33], [86 45], [79 58], [71 75], [66 81], [62 89], [ 43 105], [ 32 121]]","[[113  20], [105  18], [90 33], [86 45], [79 58], [71 75], [66 81], [62 89], [ 43 105], [ 32 121]]",136.6721,"[[6, 4], [6, 4, 3, 4, 4]]",790
[],0.0,"[[ 50 133], [ 41 129], [ 29 122]]","[[ 50 133], [ 41 129], [ 29 122]]",23.7413,[],790
[],0.0,"[[ 45 145], [ 49 137], [ 50 133], [ 56 113], [62 93], [66 81], [72 56], [74 38], [82 14]]","[[ 45 145], [ 49 137], [ 50 133], [ 56 113], [62 93], [66 81], [72 56], [74 38], [82 14]]",136.5966,[],790
"[(0.2222, 2), (0.1176, 4)]",0.4,"[[79 38], [79 58], [73 77], [72 83], [ 73 100], [ 78 109], [ 91 115]]","[[79 38], [79 58], [73 77], [72 83], [ 73 100], [ 78 109], [ 91 115]]",87.6505,"[[1, 4], [1, 6, 5, 4]]",790
[],0.0,"[[62 89], [62 93], [ 47 109], [ 41 118], [ 32 141]]","[[62 89], [62 93], [ 47 109], [ 41 118], [ 32 141]]",61.4465,[],790
