rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards
"[(0.5238, 6), (0.4762, 2)]",0.5758,"[[111 123], [115 106], [120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50]]","[[111 123], [115 106], [120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50]]",94.102,"[[2, 5, 1, 2, 3, 5], [5, 4]]",710
"[(0.0476, 6)]",0.3659,"[[131  80], [129  79], [112  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [158  37]]","[[131  80], [129  79], [112  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [158  37]]",147.109,"[[5, 6, 0, 3, 0, 2]]",710
[],0.0,"[[62 63], [65 55], [76 41], [86 13]]","[[62 63], [65 55], [76 41], [86 13]]",56.0806,[],710
[],0.0,"[[102 125], [ 88 130], [ 78 133], [ 69 139]]","[[102 125], [ 88 130], [ 78 133], [ 69 139]]",36.123,[],710
[],0.0,"[[51 94], [53 90], [68 68], [72 61]]","[[51 94], [53 90], [68 68], [72 61]]",39.1614,[],710
[],0.0,"[[ 51 162], [ 46 147], [ 42 138], [ 39 122]]","[[ 51 162], [ 46 147], [ 42 138], [ 39 122]]",41.9391,[],710
"[(0.4444, 1)]",0.4444,"[[120  92], [123  87], [131  80]]","[[120  92], [123  87], [131  80]]",16.4611,[[4]],710
"[(0.5385, 2), (0.1538, 3), (0.1538, 3)]",0.5385,"[[75 83], [70 71], [86 59], [117  60]]","[[75 83], [70 71], [86 59], [117  60]]",64.0161,"[[6, 6], [4, 5, 3], [4, 6, 4]]",710
[],0.0,"[[ 35 130], [ 54 134], [ 75 131]]","[[ 35 130], [ 54 134], [ 75 131]]",40.6297,[],710
[],0.0,"[[ 38 106], [54 97], [68 92]]","[[ 38 106], [54 97], [68 92]]",33.2236,[],710
[],0.0,"[[ 54 138], [ 64 153]]","[[ 54 138], [ 64 153]]",18.0278,[],710
"[(0.4762, 2), (0.2381, 3)]",0.4762,"[[92 23], [81 56], [74 78], [ 68 102], [ 69 126], [ 64 153]]","[[92 23], [81 56], [74 78], [ 68 102], [ 69 126], [ 64 153]]",134.0904,"[[1, 4], [4, 4, 4]]",710
[],0.0,"[[ 55 150], [ 69 139], [ 78 133], [ 89 123], [ 96 120]]","[[ 55 150], [ 69 139], [ 78 133], [ 89 123], [ 96 120]]",51.103,[],710
"[(0.3846, 2)]",0.3846,"[[123  95], [115 117], [ 99 118], [ 78 117]]","[[123  95], [115 117], [ 99 118], [ 78 117]]",60.4644,"[[0, 6]]",710
"[(0.4286, 5), (0.4286, 2)]",0.4483,"[[70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166]]","[[70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166]]",142.3029,"[[1, 5, 4, 6, 4], [8, 3]]",710
"[(0.1905, 5)]",0.24,"[[ 40 137], [ 42 120], [54 97], [60 87], [70 71], [86 59], [94 56]]","[[ 40 137], [ 42 120], [54 97], [60 87], [70 71], [86 59], [94 56]]",102.1334,"[[1, 6, 1, 1, 2]]",710
"[(0.3529, 3)]",0.3529,"[[113 122], [104 129], [ 91 141], [ 82 148], [ 77 156]]","[[113 122], [104 129], [ 91 141], [ 82 148], [ 77 156]]",49.9293,"[[2, 6, 4]]",710
"[(0.5714, 2), (0.1429, 4)]",0.5714,"[[113  64], [121  67], [126  99], [124 104], [102 125], [ 88 130]]","[[113  64], [121  67], [126  99], [124 104], [102 125], [ 88 130]]",91.5973,"[[7, 7], [6, 5, 4, 6]]",710
"[(0.2857, 4)]",0.4828,"[[ 77 106], [ 80 112], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176], [127 180]]","[[ 77 106], [ 80 112], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176], [127 180]]",105.6712,"[[4, 5, 4, 7]]",710
"[(0.4762, 3)]",0.6486,"[[ 75 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 100], [157  96]]","[[ 75 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 100], [157  96]]",169.5126,"[[5, 2, 4]]",710
"[(0.4286, 5), (0.4286, 2)]",0.5758,"[[68 68], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176], [127 180]]","[[68 68], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176], [127 180]]",143.664,"[[7, 2, 6, 1, 3], [2, 4]]",710
"[(0.3333, 3), (0.1905, 4)]",0.3939,"[[ 80 136], [ 84 135], [104 129], [115 106], [120  92], [123  87], [126  70], [121  67], [113  64]]","[[ 80 136], [ 84 135], [104 129], [115 106], [120  92], [123  87], [126  70], [121  67], [113  64]]",102.8335,"[[6, 0, 3], [1, 2, 7, 3]]",710
"[(0.4706, 1)]",0.4706,"[[ 92 113], [ 77 106], [ 68 102], [54 97], [38 95]]","[[ 92 113], [ 77 106], [ 68 102], [54 97], [38 95]]",57.3924,[[1]],710
[],0.0,"[[ 58 138], [ 64 123], [ 72 104]]","[[ 58 138], [ 64 123], [ 72 104]]",36.771,[],710
"[(0.4118, 3)]",0.4118,"[[ 64 106], [68 92], [70 71], [86 59], [104  57]]","[[ 64 106], [68 92], [70 71], [86 59], [104  57]]",73.766,"[[7, 7, 5]]",710
[],0.0,"[[ 54 138], [ 38 141]]","[[ 54 138], [ 38 141]]",16.2788,[],710
[],0.0,"[[ 58 138], [ 69 139], [ 86 137]]","[[ 58 138], [ 69 139], [ 86 137]]",28.1626,[],710
[],0.0,"[[ 78 151], [ 86 137], [ 99 120]]","[[ 78 151], [ 86 137], [ 99 120]]",37.5255,[],710
"[(0.2857, 4)]",0.32,"[[ 98 122], [ 96 120], [ 89 113], [ 77 106], [68 92], [65 82], [61 60]]","[[ 98 122], [ 96 120], [ 89 113], [ 77 106], [68 92], [65 82], [61 60]]",76.0647,"[[2, 6, 1, 7]]",710
"[(0.4762, 1), (0.3333, 3)]",0.4762,"[[93 53], [70 71], [68 92], [ 77 106], [ 89 113], [ 93 117]]","[[93 53], [70 71], [68 92], [ 77 106], [ 89 113], [ 93 117]]",86.4938,"[[4], [1, 4, 2]]",710
[],0.2,"[[ 65 159], [ 64 153], [ 69 126], [ 74 113], [68 92], [70 71], [65 55]]","[[ 65 159], [ 64 153], [ 69 126], [ 74 113], [68 92], [70 71], [65 55]]",107.1686,[],710
"[(0.4, 1)]",0.4,"[[129  79], [129 112]]","[[129  79], [129 112]]",33.0,[[8]],710
"[(0.4286, 2), (0.2381, 3)]",0.4286,"[[86 48], [81 56], [74 78], [ 68 102], [ 69 126], [ 65 149]]","[[86 48], [81 56], [74 78], [ 68 102], [ 69 126], [ 65 149]]",104.6255,"[[6, 4], [4, 3, 4]]",710
"[(0.7143, 2), (0.2381, 3)]",0.7143,"[[62 87], [70 71], [86 59], [113  64], [121  67], [126  70]]","[[62 87], [70 71], [86 59], [113  64], [121  67], [126  70]]",79.7226,"[[5, 2], [5, 4, 4]]",710
"[(0.1905, 7)]",0.2162,"[[49 92], [51 94], [53 96], [ 64 106], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [129 166]]","[[49 92], [51 94], [53 96], [ 64 106], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [129 166]]",130.8881,"[[4, 2, 3, 1, 2, 0, 3]]",710
"[(0.1538, 3)]",0.1538,"[[57 71], [62 68], [72 61], [86 61]]","[[57 71], [62 68], [72 61], [86 61]]",32.0375,"[[4, 0, 1]]",710
[],0.0,"[[ 68 102], [64 89], [62 63]]","[[ 68 102], [64 89], [62 63]]",39.6783,[],710
[],0.0,"[[56 75], [57 71], [65 55], [70 33]]","[[56 75], [57 71], [65 55], [70 33]]",44.5727,[],710
[],0.0,"[[68 68], [74 78]]","[[68 68], [74 78]]",11.6619,[],710
"[(0.1905, 5)]",0.4545,"[[ 21 137], [ 28 124], [ 38 106], [53 90], [70 71], [86 59], [113  64], [121  67], [126  70]]","[[ 21 137], [ 28 124], [ 38 106], [53 90], [70 71], [86 59], [113  64], [121  67], [126  70]]",144.6169,"[[2, 8, 4, 5, 5]]",710
[],0.0,"[[ 66 156], [ 68 154], [ 76 138], [ 78 133], [ 89 113]]","[[ 66 156], [ 68 154], [ 76 138], [ 78 133], [ 89 113]]",48.9276,[],710
[],0.0,"[[60 50], [70 33], [89 14]]","[[60 50], [70 33], [89 14]]",46.5931,[],710
"[(0.4286, 2)]",0.4545,"[[93 11], [92 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [131  72]]","[[93 11], [92 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [131  72]]",84.0265,"[[4, 4]]",710
[],0.0,"[[115 121], [ 96 120], [ 69 126]]","[[115 121], [ 96 120], [ 69 126]]",46.6849,[],710
[],0.0,"[[71 64], [70 71], [64 89], [ 64 106], [ 58 124], [ 55 134], [ 48 150]]","[[71 64], [70 71], [64 89], [ 64 106], [ 58 124], [ 55 134], [ 48 150]]",89.923,[],710
[],0.0,"[[70 71], [64 89], [ 68 102], [ 69 126], [ 64 153]]","[[70 71], [64 89], [ 68 102], [ 69 126], [ 64 153]]",84.055,[],710
"[(0.1538, 3)]",0.1538,"[[ 38 141], [ 54 138], [ 69 139], [ 91 141]]","[[ 38 141], [ 54 138], [ 69 139], [ 91 141]]",53.4028,"[[5, 6, 6]]",710
[],0.0,"[[54 97], [60 87], [65 81], [72 61], [81 41], [86 23]]","[[54 97], [60 87], [65 81], [72 61], [81 41], [86 23]]",81.275,[],710
"[(0.1765, 4)]",0.1765,"[[78 12], [76 41], [71 64], [71 89], [ 74 113]]","[[78 12], [76 41], [71 64], [71 89], [ 74 113]]",101.7929,"[[8, 5, 4, 2]]",710
"[(0.4706, 1)]",0.4706,"[[ 89 123], [ 77 106], [68 92], [65 82], [62 63]]","[[ 89 123], [ 77 106], [68 92], [65 82], [62 63]]",67.1277,[[5]],710
"[(0.4706, 2)]",0.4706,"[[80 85], [77 80], [72 61], [76 41], [86  8]]","[[80 85], [77 80], [72 61], [76 41], [86  8]]",80.3558,"[[6, 5]]",710
"[(0.381, 7), (0.381, 3)]",0.2759,"[[104 129], [102 125], [ 96 120], [ 89 113], [ 77 106], [68 92], [74 78], [76 56]]","[[104 129], [102 125], [ 96 120], [ 89 113], [ 77 106], [68 92], [74 78], [76 56]]",90.0399,"[[4, 5, 4, 4, 4, 6, 6], [3, 6, 7]]",710
"[(0.4286, 8)]",0.8222,"[[120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [158  37]]","[[120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [158  37]]",159.9057,"[[6, 1, 0, 8, 4, 3, 1, 6]]",710
[],0.0,"[[ 88 130], [ 69 126], [ 43 122]]","[[ 88 130], [ 69 126], [ 43 122]]",45.7224,[],710
"[(0.4762, 4), (0.4762, 2)]",0.4828,"[[83 51], [81 56], [74 78], [68 92], [ 77 106], [ 89 113], [ 96 120], [ 98 122]]","[[83 51], [81 56], [74 78], [68 92], [ 77 106], [ 89 113], [ 96 120], [ 98 122]]",86.9672,"[[6, 7, 3, 4], [4, 3]]",710
"[(0.4444, 1), (0.3333, 2)]",0.4444,"[[149  42], [162  51], [177  64]]","[[149  42], [162  51], [177  64]]",35.6608,"[[5], [5, 7]]",710
[],0.0,"[[60 50], [57 71], [54 97], [ 56 122], [ 58 138]]","[[60 50], [57 71], [54 97], [ 56 122], [ 58 138]]",88.5901,[],710
"[(0.4762, 1)]",0.4762,"[[122 115], [ 99 118], [ 92 113], [ 77 106], [68 92], [62 68]]","[[122 115], [ 99 118], [ 92 113], [ 77 106], [68 92], [62 68]]",89.732,[[6]],710
"[(0.3333, 3), (0.1905, 4)]",0.36,"[[ 44 133], [ 69 126], [ 96 120], [115 117], [120  92], [123  87], [126  70]]","[[ 44 133], [ 69 126], [ 96 120], [115 117], [120  92], [123  87], [126  70]]",121.4443,"[[3, 3, 4], [1, 4, 4, 4]]",710
[],0.0,"[[ 56 122], [ 64 106], [ 68 102], [77 80]]","[[ 56 122], [ 64 106], [ 68 102], [77 80]]",47.3151,[],710
[],0.0,"[[ 75 135], [ 69 126], [ 64 106], [53 90], [50 82]]","[[ 75 135], [ 69 126], [ 64 106], [53 90], [50 82]]",59.3927,[],710
[],0.0,"[[63 38], [65 55], [70 71]]","[[63 38], [65 55], [70 71]]",33.8803,[],710
[],0.0,"[[65 59], [65 81], [ 68 102], [ 69 126], [ 65 149]]","[[65 59], [65 81], [ 68 102], [ 69 126], [ 65 149]]",90.5793,[],710
[],0.0,"[[ 58 138], [ 39 122]]","[[ 58 138], [ 39 122]]",24.8395,[],710
"[(0.3333, 3), (0.0476, 5)]",0.4222,"[[72 61], [71 64], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [153 131]]","[[72 61], [71 64], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [153 131]]",198.5907,"[[2, 4, 7], [3, 2, 2, 3, 4]]",710
[],0.0,"[[ 84 145], [ 69 161]]","[[ 84 145], [ 69 161]]",21.9317,[],710
[],0.0,"[[38 95], [ 38 106], [ 52 117], [ 64 123], [ 69 126], [ 75 131]]","[[38 95], [ 38 106], [ 52 117], [ 64 123], [ 69 126], [ 75 131]]",55.8621,[],710
"[(0.0476, 6)]",0.3659,"[[136  94], [129  79], [112  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [162  36]]","[[136  94], [129  79], [112  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [162  36]]",165.0429,"[[2, 1, 0, 2, 5, 0]]",710
"[(0.1905, 4)]",0.2759,"[[104 129], [102 125], [ 96 120], [ 89 113], [ 77 106], [68 92], [65 81], [65 59]]","[[104 129], [102 125], [ 96 120], [ 89 113], [ 77 106], [68 92], [65 81], [65 59]]",86.1194,"[[2, 4, 5, 5]]",710
[],0.0,"[[62 63], [56 78]]","[[62 63], [56 78]]",16.1555,[],710
[],0.0,"[[ 79 161], [ 66 156], [ 48 150]]","[[ 79 161], [ 66 156], [ 48 150]]",32.9021,[],710
[],0.0,"[[76 38], [61 60], [56 78], [53 96]]","[[76 38], [61 60], [56 78], [53 96]]",63.5569,[],710
[],0.0,"[[ 56 122], [ 64 106], [68 92], [70 71], [71 64], [76 41], [86  8]]","[[ 56 122], [ 64 106], [68 92], [70 71], [71 64], [76 41], [86  8]]",118.6339,[],710
[],0.0,"[[ 44 133], [ 52 117], [54 97], [60 87], [68 68]]","[[ 44 133], [ 52 117], [54 97], [60 87], [68 68]]",70.2657,[],710
[],0.0,"[[ 76 145], [ 69 139], [ 58 124], [ 56 122], [ 52 117], [ 38 106], [38 95]]","[[ 76 145], [ 69 139], [ 58 124], [ 56 122], [ 52 117], [ 38 106], [38 95]]",65.8567,[],710
"[(0.381, 3), (0.1905, 5)]",0.4,"[[ 96 120], [ 89 113], [ 77 106], [68 92], [74 78], [81 56], [90 45]]","[[ 96 120], [ 89 113], [ 77 106], [68 92], [74 78], [81 56], [90 45]]",92.9663,"[[4, 6, 1], [4, 2, 3, 7, 5]]",710
[],0.0,"[[ 16 134], [ 33 139], [ 59 143], [ 84 145]]","[[ 16 134], [ 33 139], [ 59 143], [ 84 145]]",69.1058,[],710
"[(0.8095, 6)]",1.0,"[[87 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  99]]","[[87 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  99]]",93.27,"[[6, 0, 5, 4, 7, 0]]",710
"[(0.1765, 3)]",0.1765,"[[ 80 129], [ 89 123], [ 96 120], [115 117], [123  95]]","[[ 80 129], [ 89 123], [ 96 120], [115 117], [123  95]]",61.0772,"[[5, 4, 4]]",710
[],0.0,"[[70 33], [65 59]]","[[70 33], [65 59]]",26.4764,[],710
[],0.0,"[[ 37 162], [ 38 159], [ 44 133], [ 52 117], [54 97], [62 87], [65 82]]","[[ 37 162], [ 38 159], [ 44 133], [ 52 117], [54 97], [62 87], [65 82]]",86.4711,[],710
"[(0.4286, 1), (0.381, 3)]",0.4286,"[[123  87], [120  92], [115 106], [104 129], [ 84 135], [ 80 136]]","[[123  87], [120  92], [115 106], [104 129], [ 84 135], [ 80 136]]",71.1958,"[[5], [5, 0, 0]]",710
"[(0.1111, 2)]",0.1111,"[[ 56 122], [ 78 117], [ 92 113]]","[[ 56 122], [ 78 117], [ 92 113]]",37.1212,"[[4, 4]]",710
"[(0.4615, 1)]",0.4615,"[[ 90 110], [ 77 106], [68 92], [70 71]]","[[ 90 110], [ 77 106], [68 92], [70 71]]",51.3398,[[0]],710
[],0.0,"[[ 43 122], [ 42 120], [54 97], [53 96], [51 94], [49 92]]","[[ 43 122], [ 42 120], [54 97], [53 96], [51 94], [49 92]]",35.2494,[],710
[],0.0,"[[143  38], [162  43]]","[[143  38], [162  43]]",19.6469,[],710
[],0.0,"[[173  74], [179  70]]","[[173  74], [179  70]]",7.2111,[],710
"[(0.2941, 2)]",0.2941,"[[ 96 120], [ 86 137], [ 82 148], [ 77 156], [ 73 160]]","[[ 96 120], [ 86 137], [ 82 148], [ 77 156], [ 73 160]]",46.5186,"[[3, 4]]",710
[],0.0,"[[50 74], [53 90], [ 52 117], [ 44 133], [ 46 155]]","[[50 74], [53 90], [ 52 117], [ 44 133], [ 46 155]]",83.2766,[],710
[],0.0,"[[87 30], [85 35], [76 56], [68 68], [60 87]]","[[87 30], [85 35], [76 56], [68 68], [60 87]]",63.2702,[],710
[],0.0,"[[68 92], [70 71], [72 61], [81 41], [87 23], [89 14]]","[[68 92], [70 71], [72 61], [81 41], [87 23], [89 14]]",81.418,[],710
"[(0.4444, 1)]",0.4444,"[[105  61], [86 61], [65 59]]","[[105  61], [86 61], [65 59]]",40.095,[[4]],710
[],0.0,"[[57 71], [62 87], [64 89], [ 68 102], [ 74 113], [ 78 117], [ 84 135], [ 86 137]]","[[57 71], [62 87], [64 89], [ 68 102], [ 74 113], [ 78 117], [ 84 135], [ 86 137]]",73.1819,[],710
"[(0.9524, 8), (0.9524, 5), (0.1429, 4)]",0.9697,"[[105  15], [92 23], [90 45], [93 50], [102  55], [104  57], [112  67], [99 77], [104  89]]","[[105  15], [92 23], [90 45], [93 50], [102  55], [104  57], [112  67], [99 77], [104  89]]",98.5175,"[[4, 6, 5, 0, 1, 5, 7, 1], [3, 6, 4, 8, 4], [5, 8, 6, 5]]",710
"[(0.381, 2), (0.1905, 4)]",0.381,"[[86 61], [86 59], [70 71], [71 89], [ 72 109], [ 75 133]]","[[86 61], [86 59], [70 71], [71 89], [ 72 109], [ 75 133]]",84.2395,"[[1, 4], [4, 3, 4, 4]]",710
"[(0.4762, 1)]",0.4762,"[[87 30], [90 45], [93 50], [102  55], [104  57], [113  64]]","[[87 30], [90 45], [93 50], [102  55], [104  57], [113  64]]",45.6538,[[4]],710
[],0.0,"[[ 30 105], [53 96], [68 92]]","[[ 30 105], [53 96], [68 92]]",40.2224,[],710
[],0.0,"[[53 90], [54 97], [ 56 122], [ 58 124], [ 69 139], [ 72 154]]","[[53 90], [54 97], [ 56 122], [ 58 124], [ 69 139], [ 72 154]]",68.8775,[],710
"[(0.1538, 3)]",0.1538,"[[124 104], [115 117], [104 129], [ 91 141]]","[[124 104], [115 117], [104 129], [ 91 141]]",49.782,"[[4, 4, 3]]",710
"[(0.1905, 4)]",0.303,"[[112 126], [ 98 122], [ 96 120], [ 89 113], [ 77 106], [68 92], [74 78], [81 56], [83 51]]","[[112 126], [ 98 122], [ 96 120], [ 89 113], [ 77 106], [68 92], [74 78], [81 56], [83 51]]",101.5274,"[[2, 5, 2, 5]]",710
"[(0.3333, 4)]",0.3333,"[[ 95 125], [ 86 137], [ 82 148], [ 89 160], [ 93 173], [129 166]]","[[ 95 125], [ 86 137], [ 82 148], [ 89 160], [ 93 173], [129 166]]",90.8729,"[[5, 3, 6, 4]]",710
"[(0.8571, 2), (0.5238, 2)]",0.8966,"[[101  82], [99 77], [104  89], [128 102], [115 117], [ 98 122], [ 95 125], [ 78 133]]","[[101  82], [99 77], [104  89], [128 102], [115 117], [ 98 122], [ 95 125], [ 78 133]]",106.2803,"[[6, 1], [8, 7]]",710
[],0.0,"[[87 23], [81 33], [76 41], [65 55], [57 71], [49 92], [ 38 106], [ 28 124]]","[[87 23], [81 33], [76 41], [65 55], [57 71], [49 92], [ 38 106], [ 28 124]]",117.6569,[],710
[],0.0,"[[ 38 159], [ 44 133], [ 52 117], [54 97], [60 87], [65 81], [71 64], [75 48], [81 33]]","[[ 38 159], [ 44 133], [ 52 117], [54 97], [60 87], [65 81], [71 64], [75 48], [81 33]]",134.8194,[],710
[],0.0,"[[ 55 135], [ 58 124], [ 64 106], [ 68 102], [74 78]]","[[ 55 135], [ 58 124], [ 64 106], [ 68 102], [74 78]]",60.7709,[],710
"[(0.381, 2)]",0.4848,"[[86 61], [86 59], [70 71], [62 87], [54 97], [ 52 117], [ 44 133], [ 42 138], [ 37 162]]","[[86 61], [86 59], [70 71], [62 87], [54 97], [ 52 117], [ 44 133], [ 42 138], [ 37 162]]",120.5836,"[[4, 3]]",710
[],0.0,"[[ 77 106], [ 72 104]]","[[ 77 106], [ 72 104]]",5.3852,[],710
[],0.0,"[[56 75], [53 90], [ 52 117], [ 44 133], [ 48 153]]","[[56 75], [53 90], [ 52 117], [ 44 133], [ 48 153]]",80.6002,[],710
"[(0.381, 6)]",0.32,"[[ 64 123], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [117 166]]","[[ 64 123], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [117 166]]",83.9063,"[[4, 6, 6, 0, 4, 2]]",710
"[(0.2353, 3), (0.0588, 4)]",0.2353,"[[81 33], [81 41], [76 56], [74 78], [ 68 102]]","[[81 33], [81 41], [76 56], [74 78], [ 68 102]]",70.6407,"[[5, 3, 4], [4, 4, 4, 4]]",710
"[(0.2381, 3)]",0.3103,"[[111 123], [ 93 117], [ 89 113], [ 77 106], [ 68 102], [54 97], [53 96], [51 94]]","[[111 123], [ 93 117], [ 89 113], [ 77 106], [ 68 102], [54 97], [53 96], [51 94]]",67.4805,"[[6, 4, 5]]",710
[],0.0,"[[ 33 157], [ 38 141], [ 40 137], [ 56 122], [ 64 106], [71 89]]","[[ 33 157], [ 38 141], [ 40 137], [ 56 122], [ 64 106], [71 89]]",79.4402,[],710
"[(0.4762, 2), (0.1905, 4)]",0.48,"[[ 88 130], [ 78 114], [71 89], [74 78], [76 56], [81 41], [87 17]]","[[ 88 130], [ 78 114], [71 89], [74 78], [76 56], [81 41], [87 17]]",118.872,"[[0, 0], [7, 4, 5, 6]]",710
[],0.0,"[[93 53], [81 56], [61 60]]","[[93 53], [81 56], [61 60]]",32.7654,[],710
[],0.0,"[[ 99 120], [115 117]]","[[ 99 120], [115 117]]",16.2788,[],710
"[(0.2857, 4), (0.2857, 3)]",0.32,"[[ 64 153], [ 69 126], [ 68 102], [74 78], [76 56], [81 41], [87 23]]","[[ 64 153], [ 69 126], [ 68 102], [74 78], [76 56], [81 41], [87 23]]",133.0943,"[[2, 7, 1, 1], [0, 5, 0]]",710
"[(0.381, 6), (0.381, 3)]",0.5135,"[[113  64], [121  67], [126  70], [123  87], [120  92], [115 106], [104 129], [ 86 137], [ 76 145], [ 61 158]]","[[113  64], [121  67], [126  70], [123  87], [120  92], [115 106], [104 129], [ 86 137], [ 76 145], [ 61 158]]",130.1831,"[[0, 6, 4, 6, 5, 5], [5, 4, 5]]",710
[],0.0,"[[ 42 138], [ 54 134], [ 66 130], [ 84 135], [104 129]]","[[ 42 138], [ 54 134], [ 66 130], [ 84 135], [104 129]]",64.8604,[],710
"[(0.4762, 4)]",0.7556,"[[113 122], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 116], [173  94]]","[[113 122], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 116], [173  94]]",192.7525,"[[0, 1, 7, 4]]",710
"[(0.1765, 4)]",0.1765,"[[ 18 133], [ 44 133], [ 69 126], [ 96 120], [115 117]]","[[ 18 133], [ 44 133], [ 69 126], [ 96 120], [115 117]]",98.8555,"[[7, 5, 2, 4]]",710
"[(0.5714, 8), (0.5714, 1)]",0.5455,"[[86 48], [81 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 90 170], [118 172]]","[[86 48], [81 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 90 170], [118 172]]",155.5103,"[[2, 5, 6, 1, 7, 2, 3, 1], [4]]",710
"[(0.4706, 1)]",0.4706,"[[117  60], [86 59], [70 71], [62 87], [53 96]]","[[117  60], [86 59], [70 71], [62 87], [53 96]]",81.6326,[[4]],710
"[(0.381, 4)]",0.381,"[[60 87], [70 71], [76 56], [85 35], [105  15], [111  21]]","[[60 87], [70 71], [76 56], [85 35], [105  15], [111  21]]",94.6403,"[[2, 3, 6, 6]]",710
"[(0.1538, 3)]",0.1538,"[[ 88 130], [ 78 114], [ 72 104], [75 90]]","[[ 88 130], [ 78 114], [ 72 104], [75 90]]",44.8477,"[[7, 4, 6]]",710
"[(1.0, 3), (1.0, 5), (1.0, 5)]",1.0,"[[54 57], [61 60], [86 59], [110  72], [99 77], [104  89]]","[[54 57], [61 60], [86 59], [110  72], [99 77], [104  89]]",85.0135,"[[8, 2, 5], [7, 3, 3, 4, 5], [5, 4, 5, 5, 3]]",710
"[(0.2381, 3)]",0.5122,"[[131  72], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [161  38]]","[[131  72], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [161  38]]",145.3585,"[[4, 2, 5]]",710
"[(0.2381, 4), (0.0952, 5)]",0.28,"[[ 66 156], [ 76 145], [ 86 137], [104 129], [115 106], [120  92], [131  72]]","[[ 66 156], [ 76 145], [ 86 137], [104 129], [115 106], [120  92], [131  72]]",110.5566,"[[6, 4, 3, 4], [3, 4, 8, 1, 3]]",710
[],0.0,"[[50 74], [56 78], [65 82], [75 90]]","[[50 74], [56 78], [65 82], [75 90]]",29.8662,[],710
[],0.0,"[[65 55], [65 59], [65 81], [ 64 106], [ 58 124], [ 54 138]]","[[65 55], [65 59], [65 81], [ 64 106], [ 58 124], [ 54 138]]",84.5539,[],710
[],0.0,"[[104 129], [ 84 135], [ 76 138], [ 59 143], [ 33 139]]","[[104 129], [ 84 135], [ 76 138], [ 59 143], [ 33 139]]",73.4506,[],710
"[(0.3077, 3)]",0.3077,"[[72 61], [71 64], [71 89], [ 76 111]]","[[72 61], [71 64], [71 89], [ 76 111]]",50.7233,"[[4, 4, 4]]",710
"[(0.2857, 4), (0.2857, 5), (0.2857, 3)]",0.5455,"[[ 64 153], [ 69 126], [ 68 102], [74 78], [81 56], [92 23], [115  19], [135  30], [162  43]]","[[ 64 153], [ 69 126], [ 68 102], [74 78], [81 56], [92 23], [115  19], [135  30], [162  43]]",210.2277,"[[4, 2, 7, 5], [5, 4, 2, 2, 0], [6, 0, 0]]",710
"[(0.5556, 2), (0.3333, 2)]",0.5556,"[[90 49], [102  55], [101  82]]","[[90 49], [102  55], [101  82]]",40.4349,"[[6, 8], [5, 7]]",710
