Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[141  37], [146  40], [152  46], [158  56], [169  67], [177  81], [145  93], [121  69], [103  63]]",141,37,103,63,9,144.7498,0.4242,0.6574,0.0155,,,,37.301,
"[[182  73], [177  81], [145  93], [127 110], [125 129]]",182,73,125,129,5,87.4738,0.7647,0.5758,0.1559,,,,41.7606,
"[[109 132], [ 95 125], [ 80 120], [ 65 115], [ 46 112], [ 33 112]]",109,132,33,112,6,79.5106,0.0,0.075,0.1734,,,,30.7685,
"[[95 57], [95 78], [106  86], [120 105], [116 121], [109 132]]",95,57,109,132,6,87.7331,0.7619,0.4308,0.3191,,,,41.7225,
"[[74 87], [ 73 111], [ 72 122], [ 71 138]]",74,87,71,138,4,51.0974,0.4615,0.1336,0.1004,,,,37.1648,
"[[ 94 129], [ 93 128], [ 75 115], [74 91], [88 70], [95 57]]",94,129,95,57,6,87.6423,0.381,0.4499,0.2234,,,,36.2749,
"[[102  62], [103  63], [121  69], [145  93], [177  81], [186  79]]",102,62,186,79,6,97.7246,0.3333,0.4046,0.1851,,,,35.6649,
"[[92 11], [83 15], [62 40], [79 63], [91 56], [104  52]]",92,11,104,52,6,98.5931,0.9524,0.8732,0.7972,,,,44.5243,
"[[132 166], [142 142], [141 135], [137 126], [120 105], [121  96], [117  69], [110  57], [107  51], [106  50], [109  45]]",132,166,109,45,11,134.1343,1.0,0.6798,0.6687,,,,45.4591,
"[[116 121], [127 110], [145  93], [177  81], [169  67], [168  48]]",116,121,168,48,6,109.642,0.7143,0.4886,0.4817,,,,41.1984,
"[[ 37 157], [ 46 150], [ 66 144], [ 89 139], [101 132], [106 129], [116 121], [137 126], [144 131], [152 124], [158 110]]",37,157,158,110,11,144.4003,0.1707,0.2778,0.1421,,,,33.6735,
"[[ 32 110], [ 46 101], [64 96], [67 94], [74 91], [85 85]]",32,110,85,85,6,59.0761,0.0952,0.2735,0.0185,,,,31.9838,
"[[57 77], [64 89], [67 94], [ 77 111], [ 78 112], [ 93 128], [101 132], [103 134], [107 136]]",57,77,107,136,9,79.0372,0.3333,0.1478,0.0591,,,,35.5313,
"[[88 17], [83 15], [62 40], [60 55], [57 77], [55 94], [ 52 103], [ 44 126], [ 37 151]]",88,17,37,151,9,152.2883,0.8788,0.8274,0.8052,,,,43.8557,
"[[149  39], [129  34], [108  27], [94 20], [88 17], [83 15], [62 40], [55 52], [50 72], [45 85], [ 28 106]]",149,39,28,106,11,178.6018,0.7317,0.8335,0.8136,,,,41.9403,
"[[144  60], [129  81], [117  69], [110  57], [107  51], [106  50], [109  45]]",144,60,109,45,7,70.6234,0.92,0.4623,0.0025,,,,43.861,
"[[129  76], [121  96]]",129,76,121,96,2,21.5407,0.0,0.032,0.065,,,,30.354,
"[[61 81], [45 85], [ 36 100], [ 29 114]]",61,81,29,114,4,49.6378,0.2308,0.2703,0.3148,,,,33.8554,
"[[129  34], [108  27], [94 20], [88 17], [83 15], [62 40], [64 62], [64 85], [ 59 107]]",129,34,59,107,9,150.1832,0.7879,0.7917,0.7401,,,,42.5408,
"[[60 55], [50 72], [45 85], [ 28 106]]",60,55,28,106,4,60.67,0.3846,0.5814,0.3439,,,,36.1336,
"[[64 97], [76 93]]",64,97,76,93,2,12.6491,0.4,0.131,0.032,,,,36.0104,
"[[92 74], [83 83], [74 87], [67 94], [64 96], [ 46 101]]",92,74,46,101,6,54.7634,0.0,0.0623,0.053,,,,30.5916,
"[[138  26], [156  47]]",138,26,156,47,2,27.6586,0.0,0.0294,0.0676,,,,30.3978,
"[[142  36], [129  34], [108  27], [94 20], [88 17], [83 15], [62 40], [60 55], [65 77], [64 96]]",142,36,64,96,10,152.4045,0.7027,0.7728,0.7186,,,,41.3383,
"[[93  6], [93  7], [118  23], [127  26]]",93,6,127,26,4,40.1685,0.4615,0.2056,0.1428,,,,37.0867,
"[[ 40 163], [ 53 155], [ 65 158], [ 92 164], [110 169]]",40,163,110,169,5,73.9738,0.0,0.0117,0.0716,,,,30.7289,
"[[117 151], [133 177], [110 169], [ 92 164], [ 83 144], [ 72 122], [ 65 115], [ 56 105]]",117,151,56,105,8,143.4434,0.9655,0.5225,0.5082,,,,45.0323,
"[[166 102], [145  93], [127 110], [116 121], [106 129], [101 132], [ 89 139], [ 83 144], [ 71 155]]",166,102,71,155,9,119.7812,0.4545,0.4796,0.3387,,,,37.5558,
"[[64 89], [83 83], [106  86], [130  89], [145  93], [177  81], [180  67], [182  52]]",64,89,182,52,8,146.4572,0.4828,0.4334,0.4443,,,,38.1512,
"[[151  37], [124  25], [110  20], [83 15], [62 40], [60 55], [57 77], [55 94], [ 52 103], [ 44 126]]",151,37,44,126,10,192.8134,0.6757,0.8371,0.7835,,,,41.2411,
"[[ 71 155], [ 65 136], [ 63 134], [ 61 133], [ 52 108], [45 85], [50 72]]",71,155,50,72,7,89.53,0.16,0.268,0.2303,,,,33.1281,
"[[47 79], [50 72], [55 52], [62 40], [82 16], [94 20], [99 23], [127  26], [138  26], [157  37]]",47,79,157,37,10,152.9596,0.8108,0.7835,0.5564,,,,42.8881,
"[[95 57], [104  52]]",95,57,104,52,2,10.2956,0.0,0.0772,0.0199,,,,30.2736,
"[[ 76 127], [ 72 122], [ 68 112], [64 97], [61 81], [58 73], [62 40], [82 16], [88 17], [118  23]]",76,127,118,23,10,158.6799,0.4054,0.7286,0.501,,,,37.1318,
"[[93 10], [110  20], [118  23], [141  37], [146  40], [152  46], [158  56], [169  67]]",93,10,169,67,8,96.7274,0.1379,0.246,0.1184,,,,32.8636,
"[[ 72 122], [ 53 123], [ 30 117], [ 24 112]]",72,122,24,112,4,50.6063,0.3846,0.2564,0.3534,,,,36.0616,
"[[85 57], [103  63], [121  69], [145  93], [177  81], [186  79]]",85,57,186,79,6,115.284,0.3333,0.4046,0.1851,,,,35.7905,
"[[110  20], [83 15], [62 40], [60 55], [65 77], [68 91], [ 77 111], [ 78 112], [ 93 128]]",110,20,93,128,9,157.3979,0.8788,0.8496,0.8162,,,,43.8922,
"[[57 77], [64 97]]",57,77,64,97,2,21.1896,0.0,0.03,0.067,,,,30.3515,
"[[83 15], [62 40], [79 63], [102  61], [110  57], [112  55]]",83,15,112,55,6,96.1098,0.9048,0.8244,0.8044,,,,43.8258,
"[[64 62], [65 77], [67 94], [ 68 112], [ 72 135], [ 77 160]]",64,62,77,160,6,99.0186,0.0,0.1401,0.0008,,,,30.908,
"[[93  7], [83 15], [62 40], [55 52], [49 78]]",93,7,49,78,5,86.0317,0.9412,0.7951,0.6741,,,,44.2743,
"[[122 181], [105 176]]",122,181,105,176,2,17.72,0.0,0.0417,0.0554,,,,30.3267,
"[[ 46 150], [ 52 146], [ 65 136]]",46,150,65,136,3,23.6123,0.0,0.0465,0.0506,,,,30.3688,
"[[153  51], [169  67], [177  81], [145  93], [127 110], [121 121]]",153,51,121,121,6,110.2167,0.8095,0.6549,0.1027,,,,42.5639,
"[[174  80], [163 102], [157 134]]",174,80,157,134,3,57.1544,0.1111,0.3131,0.2377,,,,32.1974,
"[[93  7], [118  23], [142  36]]",93,7,142,36,3,56.9763,0.3333,0.0579,0.0128,,,,35.3736,
"[[97 68], [95 78], [106  86], [120 105], [137 126], [141 135], [142 142], [142 157], [138 172]]",97,68,138,172,9,121.863,0.8485,0.6096,0.5634,,,,43.2049,
"[[60 37], [64 62], [76 83]]",60,37,76,83,3,49.5048,0.0,0.2915,0.0958,,,,30.554,
"[[137 126], [121 121], [ 94 115], [ 77 111], [67 95], [64 89]]",137,126,64,89,6,87.4621,0.1429,0.2838,0.0357,,,,32.8688,
"[[93 18], [83 15], [62 40], [79 63], [102  61], [118  59]]",93,18,118,59,6,110.902,0.8095,0.8319,0.7804,,,,42.5688,
"[[95 57], [79 63], [58 73], [43 76]]",95,57,43,76,4,55.6445,0.1538,0.1424,0.1388,,,,32.7972,
"[[ 27 116], [ 29 114], [ 36 100], [45 85], [50 72], [55 52], [62 40], [83 15], [92 11], [97  7]]",27,116,97,7,10,133.3118,0.5405,0.7929,0.7775,,,,38.8823,
"[[64 97], [ 73 111], [ 75 115], [ 81 136], [ 94 159]]",64,97,94,159,5,69.3755,0.1765,0.2368,0.0571,,,,33.22,
"[[150 123], [163 102], [151  98], [130  89]]",150,123,130,89,4,60.1946,0.3846,0.3758,0.0805,,,,36.1302,
"[[124  25], [141  37], [146  40], [152  46], [158  56], [169  67], [177  81], [145  93], [127 110], [116 121], [106 129], [101 132], [ 99 133]]",124,25,99,133,13,173.8321,0.6327,0.806,0.0255,,,,40.4905,
"[[130  89], [145  93], [177  81], [187  71]]",130,89,187,71,4,63.8423,0.4615,0.3273,0.2374,,,,37.2559,
"[[93 18], [83 15], [62 40], [60 55], [57 77], [55 94], [ 52 103], [ 53 123], [ 52 146]]",93,18,52,146,9,150.0771,0.8788,0.8218,0.7848,,,,43.8399,
"[[122 181], [132 166], [142 142], [141 135], [137 126], [121 121]]",122,181,121,121,6,77.7107,0.381,0.3469,0.1147,,,,36.2039,
"[[135  63], [129  81], [125  97], [107 118], [ 98 124], [ 94 129]]",135,63,94,129,6,80.3445,0.2857,0.3252,0.1581,,,,34.86,
"[[137 126], [141 135], [142 142], [136 144], [122 167]]",137,126,122,167,5,50.1703,0.4706,0.338,0.1431,,,,37.2883,
"[[ 31 119], [ 44 126], [ 68 123], [ 76 127], [ 84 131], [ 99 133], [107 136]]",31,119,107,136,7,80.5169,0.44,0.0102,0.0671,,,,37.0677,
"[[138  26], [127  26], [124  25], [110  20], [83 15], [62 40], [55 52], [51 68], [44 80], [ 36 100], [ 29 114]]",138,26,29,114,11,170.6075,0.6341,0.8301,0.8135,,,,40.4875,
"[[181  63], [177  81], [145  93], [127 110], [116 121], [106 129], [103 134], [ 93 146]]",181,63,93,146,8,127.188,0.8621,0.6072,0.0507,,,,43.4374,
"[[85 57], [103  63], [121  69], [145  93], [177  81], [169  67], [158  56]]",85,57,158,56,7,137.7453,0.32,0.5947,0.2852,,,,35.7609,
"[[102  61], [97 68], [92 74], [83 83], [74 87], [ 65 110], [ 53 123], [ 48 136], [ 43 142]]",102,61,43,142,9,103.118,0.0,0.2309,0.0181,,,,30.9373,
"[[110  57], [102  61], [79 63], [64 64], [45 69]]",110,57,45,69,5,66.7112,0.1176,0.1458,0.1627,,,,32.3587,
"[[120 105], [107 118], [ 94 115], [ 77 111], [ 56 105], [ 36 100]]",120,105,36,100,6,91.6465,0.4762,0.2644,0.271,,,,37.6649,
"[[ 41 139], [ 61 133], [ 82 127], [107 118]]",41,139,107,118,4,69.2916,0.0,0.0397,0.0583,,,,30.6954,
"[[136 144], [142 142], [141 135], [137 126], [121 121], [ 94 115], [ 77 111], [67 95]]",136,144,67,95,8,103.9984,0.5172,0.4333,0.0102,,,,38.3395,
"[[ 75 115], [ 94 115], [107 118], [120 105], [145  93], [177  81], [176  58]]",75,115,176,58,7,135.655,0.48,0.3977,0.2927,,,,38.0339,
"[[ 71 155], [ 92 164], [122 167], [147 161]]",71,155,147,161,4,78.7069,0.0769,0.0791,0.0906,,,,31.8624,
"[[168  54], [169  67], [177  81], [145  93], [127 110], [107 118], [ 80 120], [ 68 123], [ 48 125], [ 30 131], [ 16 133]]",168,54,16,133,11,202.2973,0.9756,0.6501,0.4394,,,,45.5975,
"[[ 46 150], [ 52 146], [ 71 138], [ 84 131], [ 98 124]]",46,150,98,124,5,58.2439,0.0,0.0771,0.0212,,,,30.6164,
"[[168  54], [156  47]]",168,54,156,47,2,13.8924,0.0,0.0329,0.13,,,,30.2993,
"[[ 95 125], [ 77 111], [64 96]]",95,125,64,96,3,42.6529,0.0,0.0011,0.0075,,,,30.505,
"[[158 110], [163 102], [151  98], [130  89], [106  86], [83 83], [65 77]]",158,110,65,77,7,111.2857,0.16,0.3797,0.0191,,,,33.2837,
"[[168  48], [176  58], [177  81], [145  93], [127 110], [107 118], [ 94 115], [ 65 110], [ 46 112]]",168,48,46,112,9,178.178,0.7576,0.6729,0.0242,,,,42.3077,
"[[ 80 120], [107 118], [120 105], [145  93], [177  81], [169  67], [158  56], [152  46], [146  40]]",80,120,146,40,9,159.1937,0.5152,0.5738,0.5596,,,,38.7056,
"[[74 12], [82 16], [62 40], [60 55], [65 77], [68 91], [ 77 111], [ 82 127], [ 86 147]]",74,12,86,147,9,151.2877,0.8788,0.9007,0.7816,,,,43.8485,
"[[145 162], [141 135], [137 126], [116 121], [ 95 125]]",145,162,95,125,5,80.1081,0.4706,0.451,0.4633,,,,37.5024,
"[[155 127], [147 131], [121 121], [ 94 115], [ 77 111], [67 95], [64 89], [43 76]]",155,127,43,76,8,132.1983,0.6552,0.4395,0.1482,,,,40.5146,
"[[ 59 107], [ 65 110], [ 68 112], [ 75 115], [ 98 124], [124 130]]",59,107,124,130,6,69.311,0.0952,0.2603,0.1613,,,,32.0569,
"[[81 74], [74 91], [ 75 115], [ 81 136], [ 83 144], [ 92 164], [110 169]]",81,74,110,169,7,113.1054,0.48,0.3967,0.2805,,,,37.8727,
"[[ 65 115], [ 60 138]]",65,115,60,138,2,23.5372,0.0,0.0844,0.0127,,,,30.3683,
"[[64 97], [ 68 112], [ 72 122], [ 83 144], [ 92 164], [111 174]]",64,97,111,174,6,94.2939,0.0,0.1111,0.0853,,,,30.8742,
"[[112 132], [106 129], [ 98 124], [ 77 111], [68 91], [65 77], [64 64], [62 40], [82 16], [94 20], [99 23]]",112,132,99,23,11,163.9326,0.5122,0.6618,0.5943,,,,38.6966,
"[[162  94], [177  81], [169  67], [158  56], [152  46], [146  40], [141  37], [127  26], [121  21], [92 11]]",162,94,92,11,10,133.7989,0.6486,0.5855,0.4111,,,,40.4316,
"[[ 46 101], [49 78], [57 61], [62 40], [82 16], [93 18], [121  21]]",46,101,121,21,7,134.1517,0.76,0.7961,0.5086,,,,42.0272,
"[[57 61], [61 81], [64 89], [ 65 115], [ 61 137]]",57,61,61,137,5,77.32,0.0,0.2066,0.0173,,,,30.7528,
"[[103  19], [83 15], [62 40], [55 52], [43 76]]",103,19,43,76,5,93.771,0.8235,0.718,0.6847,,,,42.6465,
"[[127  26], [124  25], [110  20], [83 15], [62 40], [64 62], [64 89], [ 65 115], [ 71 138]]",127,26,71,138,9,177.0167,0.6364,0.845,0.7666,,,,40.5662,
"[[162  96], [145  93], [130  89], [106  86], [83 83], [74 87], [67 94], [64 96], [ 52 103], [ 32 110]]",162,96,32,110,10,138.6044,0.3784,0.606,0.1947,,,,36.6021,
"[[141 161], [142 142], [141 135], [137 126], [121 121], [ 94 115], [ 77 111], [67 95], [64 89], [57 77]]",141,161,57,77,10,137.3008,0.6216,0.4949,0.0366,,,,40.0706,
"[[180  50], [183  57], [177  81], [145  93], [127 110], [124 130]]",180,50,124,130,6,111.513,0.619,0.7573,0.1596,,,,39.849,
"[[76 83], [76 93]]",76,83,76,93,2,10.0,0.4,0.1196,0.0206,,,,35.9915,
"[[97 68], [95 78], [106  86], [120 105], [137 126], [144 131], [152 138]]",97,68,152,138,7,93.6513,0.8,0.5235,0.4518,,,,42.3096,
"[[102  62], [117  69], [129  76], [150  80]]",102,62,150,80,4,51.8229,0.1538,0.2061,0.073,,,,32.7699,
"[[74 87], [68 91], [ 77 111]]",74,87,77,111,3,29.1428,0.2222,0.0438,0.0082,,,,33.5858,
"[[76 83], [83 83], [106  86], [130  89], [145  93], [177  81], [180  67]]",76,83,180,67,7,118.3996,0.44,0.3329,0.2214,,,,37.3386,
"[[106  86], [95 78], [92 74], [85 55]]",106,86,85,55,4,38.8499,0.5385,0.1885,0.1553,,,,38.1783,
"[[177  81], [145  93], [130  89], [106  86], [83 83], [64 89]]",177,81,64,89,6,117.0066,0.4286,0.2937,0.0043,,,,37.1656,
"[[ 33 112], [ 53 123], [ 72 122], [ 93 128]]",33,112,93,128,4,63.6921,0.0,0.0068,0.0003,,,,30.6554,
"[[ 38 127], [ 44 126], [ 68 123], [ 80 120], [107 118], [120 105], [145  93], [162  94], [174  80]]",38,127,174,80,9,151.2969,0.303,0.2464,0.1793,,,,35.6147,
"[[ 38 127], [ 50 144], [ 52 146], [ 65 158], [ 88 170], [ 90 172], [101 176], [122 181], [136 186]]",38,127,136,186,9,118.2574,0.2727,0.1259,0.0266,,,,34.9452,
"[[168  54], [169  67], [177  81], [171 104], [164 122], [157 134], [147 161]]",168,54,147,161,7,114.9307,0.96,0.6927,0.6554,,,,44.7498,
"[[117 183], [132 166], [142 142], [141 135], [137 126], [120 105], [106  86]]",117,183,106,86,7,116.2109,0.64,0.6453,0.4947,,,,40.1829,
"[[ 86 147], [ 83 144], [ 72 122], [ 65 115], [ 52 103], [45 85], [45 82]]",86,147,45,82,7,78.7439,0.16,0.2638,0.1598,,,,33.051,
"[[112  59], [117  69]]",112,59,117,69,2,11.1803,0.0,0.085,0.012,,,,30.2799,
"[[ 30 142], [ 46 150], [ 65 158], [ 88 170], [ 90 172], [101 176], [117 183]]",30,142,117,183,7,96.4437,0.2,0.0341,0.0782,,,,33.7496,
"[[ 92 164], [116 164], [119 158], [142 142], [152 124], [162  94]]",92,164,162,94,6,110.9401,0.2857,0.4677,0.3824,,,,35.0787,
"[[94 20], [88 17], [83 15], [62 40], [60 55], [65 77], [68 91], [ 77 111], [ 80 120], [ 83 144], [ 88 170]]",94,20,88,170,11,178.8363,0.8049,0.836,0.8089,,,,42.9887,
"[[88 70], [95 78], [106  86], [127  81]]",88,70,127,81,4,45.8186,0.4615,0.1677,0.0843,,,,37.1271,
"[[ 68 112], [ 53 123], [ 41 139]]",68,112,41,139,3,38.6011,0.0,0.0152,0.0684,,,,30.476,
"[[85 55], [82 71], [74 87], [ 65 110], [ 53 123], [ 48 136], [ 40 146]]",85,55,40,146,7,103.292,0.0,0.2555,0.0552,,,,30.9385,
"[[ 30 142], [ 41 139], [ 61 133], [ 82 127], [107 118], [120 105], [145  93], [162  94], [174  80]]",30,142,174,80,9,162.2775,0.303,0.2501,0.1793,,,,35.6932,
"[[146  54], [158  56], [169  67], [177  81], [145  93], [130  89], [106  86], [83 83], [74 87], [67 94], [64 96], [ 52 103]]",146,54,52,103,12,178.1745,0.5333,0.6342,0.0098,,,,39.1001,
"[[139 183], [145 162], [141 135], [137 126], [120 105], [125  97]]",139,183,125,97,6,95.4364,0.9048,0.6203,0.5692,,,,43.821,
"[[ 60 138], [ 65 115], [64 97], [61 81], [57 61]]",60,138,57,61,5,78.2399,0.0,0.15,0.124,,,,30.7594,
"[[ 65 110], [ 72 122], [ 81 136], [ 93 159], [105 176], [117 183]]",65,110,117,183,6,91.1791,0.3333,0.2618,0.2286,,,,35.6181,
"[[ 38 127], [ 40 146]]",38,127,40,146,2,19.105,0.0,0.0532,0.1502,,,,30.3366,
"[[144 131], [152 124], [163 102], [174  80]]",144,131,174,80,4,59.8236,0.4615,0.424,0.2316,,,,37.2272,
"[[ 29 114], [ 46 101], [64 96], [67 94], [74 87], [83 83], [92 74], [97 68], [103  63]]",29,114,103,63,9,91.7848,0.0,0.2466,0.0038,,,,30.8563,
"[[109 132], [127 110], [145  93], [177  81], [169  67], [153  51]]",109,132,153,51,6,126.1121,0.7143,0.5458,0.5012,,,,41.3162,
"[[90  6], [92 11], [83 15], [62 40], [60 55], [65 77], [68 91], [ 77 111], [ 82 127], [ 87 153]]",90,6,87,153,10,165.0664,0.8649,0.93,0.7956,,,,43.7483,
"[[180  67], [176  58], [168  54], [152  46], [129  34], [108  27], [94 20], [88 17], [83 15], [62 40], [66 42]]",180,67,66,42,11,149.6275,0.6098,0.5859,0.4368,,,,39.99,
"[[166  50], [169  67], [177  81], [145  93], [127 110], [107 118], [ 98 124], [ 84 131], [ 72 135], [ 61 137], [ 43 142]]",166,50,43,142,11,182.8428,0.9756,0.6898,0.0048,,,,45.4584,
"[[158  56], [168  54]]",158,56,168,54,2,10.198,0.0,0.0014,0.0957,,,,30.2729,
"[[ 29 114], [ 38 127], [ 41 139], [ 37 157]]",29,114,37,157,4,46.6198,0.4615,0.3846,0.3844,,,,37.1328,
"[[116 121], [120 105], [106  86], [95 78], [79 63], [62 40], [83 15], [92 11], [97  7]]",116,121,97,7,9,153.1288,0.9697,0.6466,0.6231,,,,45.1616,
"[[ 91 111], [ 73 111], [74 91], [85 85]]",91,111,85,85,4,50.5549,0.4615,0.2777,0.0574,,,,37.1609,
"[[ 71 138], [ 54 135], [ 30 131]]",71,138,30,131,3,41.5937,0.0,0.0495,0.1465,,,,30.4974,
"[[82 71], [64 85], [55 94], [ 46 101], [ 24 112]]",82,71,24,112,5,71.5299,0.4118,0.2336,0.332,,,,36.6002,
"[[85 85], [74 91], [ 75 115], [ 93 128], [101 132], [103 134], [107 136]]",85,85,107,136,7,74.9992,0.48,0.3671,0.2246,,,,37.6002,
"[[142 166], [142 142], [141 135], [140 133]]",142,166,140,133,4,33.3071,0.4615,0.2593,0.1062,,,,37.0376,
"[[139 171], [142 166], [152 138], [155 127], [163 102], [174  80], [176  58], [174  48]]",139,171,174,48,8,130.0992,0.3103,0.6302,0.374,,,,35.5675,
"[[ 83 144], [ 81 136], [ 68 123], [ 52 108]]",83,144,52,108,4,48.5627,0.0,0.0122,0.0064,,,,30.5472,
"[[ 59 107], [74 91], [92 74], [117  69]]",59,107,117,69,4,72.1856,0.0,0.0513,0.0377,,,,30.7161,
"[[ 53 123], [ 59 107], [64 96]]",53,123,64,96,3,29.1711,0.0,0.0523,0.0242,,,,30.4086,
"[[153  51], [169  67], [177  81], [145  93], [127 110], [116 121], [106 129], [101 132], [ 99 135], [ 86 147]]",153,51,86,147,10,153.1777,0.8919,0.7385,0.027,,,,44.0494,
"[[125  97], [106  86], [83 83], [65 77], [44 80]]",125,97,44,80,5,85.3362,0.3529,0.1433,0.1256,,,,35.8566,
"[[96 10], [118  23], [141  37], [146  40], [152  46], [158  56], [169  67], [177  81], [171 104], [164 122], [157 134], [142 157]]",96,10,142,157,12,194.5731,0.5111,0.7292,0.7056,,,,38.8999,
"[[ 37 151], [ 50 144], [ 60 138], [ 65 136], [ 84 131], [ 95 125], [107 118], [120 105], [145  93], [177  81]]",37,151,177,81,10,158.1728,0.2162,0.3289,0.2829,,,,34.4226,
"[[ 71 138], [ 84 131], [ 95 125], [107 118], [120 105], [145  93], [177  81], [180  67]]",71,138,180,67,8,135.7967,0.3448,0.3587,0.3337,,,,36.1016,
"[[121  34], [110  20], [99 23]]",121,34,99,23,3,29.2062,0.2222,0.0299,0.054,,,,33.5863,
"[[ 34 149], [ 53 155], [ 65 158], [ 88 170], [115 161]]",34,149,115,161,5,86.6969,0.0,0.015,0.0706,,,,30.8199,
"[[ 71 136], [ 65 115]]",71,136,65,115,2,21.8403,0.0,0.0703,0.0267,,,,30.3562,
"[[60 56], [85 55], [91 56]]",60,56,91,56,3,31.1028,0.0,0.0643,0.018,,,,30.4224,
"[[ 65 158], [ 68 151], [ 68 123]]",65,158,68,123,3,35.6158,0.0,0.0794,0.0186,,,,30.4547,
"[[43 76], [48 73], [51 68], [79 63], [95 57]]",43,76,95,57,5,57.1928,0.0,0.1857,0.0461,,,,30.6089,
"[[109  45], [95 57], [88 70], [76 83], [74 87], [ 68 112]]",109,45,68,112,6,81.0778,0.9524,0.311,0.0205,,,,44.399,
"[[168  54], [162  56]]",168,54,162,56,2,6.3246,0.0,0.007,0.09,,,,30.2452,
"[[ 54 135], [ 59 107], [64 89], [61 81], [58 73], [62 40], [82 16], [94 20], [99 23], [127  26]]",54,135,127,26,10,175.3353,0.5135,0.7409,0.5203,,,,38.7967,
"[[43 76], [48 73], [64 64], [85 57], [104  52]]",43,76,104,52,5,65.9713,0.0,0.2192,0.0547,,,,30.6717,
"[[99 70], [92 78], [85 85], [74 91], [ 75 115], [ 81 136], [ 93 159], [105 176]]",99,70,105,176,8,125.6717,0.3793,0.499,0.2285,,,,36.5225,
"[[88 17], [83 15], [62 40], [55 52], [50 72]]",88,17,50,72,5,72.5428,0.8235,0.6886,0.647,,,,42.4947,
"[[ 32 110], [ 46 101], [55 94], [64 85], [79 63]]",32,110,79,63,5,67.4,0.3529,0.2044,0.0758,,,,35.7284,
"[[183  57], [167  53], [146  40], [141  37], [127  26], [99 23]]",183,57,99,23,6,92.9863,0.0952,0.2116,0.0982,,,,32.2262,
"[[56 78], [57 77], [55 94], [ 52 103], [ 46 112], [ 40 125]]",56,78,40,125,6,53.1528,0.5714,0.3385,0.2887,,,,38.7511,
"[[162  96], [158 110], [152 138], [145 162]]",162,96,145,162,4,68.1959,0.4615,0.375,0.1432,,,,37.2871,
"[[103  63], [97 68], [92 74], [74 91], [ 75 115], [ 71 136]]",103,63,71,136,6,85.7777,0.2857,0.3203,0.0757,,,,34.8988,
"[[157  82], [155  83], [130  89], [106  86], [83 83], [65 77], [45 82]]",157,82,45,82,7,114.9168,0.96,0.369,0.331,,,,44.7497,
"[[ 71 136], [ 65 115], [64 97], [61 81], [58 73], [62 40], [83 15], [92 11], [90  6]]",71,136,90,6,9,145.8161,0.4545,0.7392,0.5543,,,,37.7419,
"[[147 161], [152 138], [158 110], [162  96], [155  83]]",147,161,155,83,5,81.4979,0.4118,0.4672,0.0998,,,,36.6714,
"[[145  93], [130  89], [106  86], [83 83], [74 87], [67 94], [64 97]]",145,93,64,97,7,86.8968,0.32,0.1821,0.0492,,,,35.3973,
"[[ 34 149], [ 50 144], [ 71 138], [ 81 136], [109 132]]",34,149,109,132,5,77.0857,0.0,0.0329,0.0655,,,,30.7512,
"[[174  48], [176  58], [174  80], [163 102], [150 123]]",174,48,150,123,5,81.5837,0.4706,0.6115,0.4996,,,,37.5129,
"[[102  61], [88 70], [65 77], [45 85]]",102,61,45,85,4,62.2256,0.0,0.1029,0.1148,,,,30.6449,
"[[ 34 149], [ 50 144], [ 60 138], [ 65 136], [ 84 131], [ 95 125], [107 118], [120 105], [121  96]]",34,149,121,96,9,107.3196,0.1818,0.2361,0.1607,,,,33.5671,
"[[104 139], [ 93 146], [ 71 155]]",104,139,71,155,3,36.8081,0.4444,0.0914,0.0416,,,,36.8181,
"[[174  80], [162  94], [145  93], [135  63]]",174,80,135,63,4,67.0913,0.0,0.3484,0.1622,,,,30.6797,
"[[116 121], [121 121], [147 131], [150 123], [159 120]]",116,121,159,120,5,50.8876,0.5882,0.3609,0.1688,,,,38.9751,
"[[76 93], [74 88]]",76,93,74,88,2,5.3852,0.0,0.0523,0.0448,,,,30.2385,
"[[ 84 131], [ 95 125], [107 118], [120 105], [145  93], [177  81], [162  56], [151  37]]",84,131,151,37,8,157.8233,0.4483,0.578,0.5448,,,,37.7391,
"[[ 94 115], [107 118], [120 105], [145  93], [177  81], [169  67], [156  47]]",94,115,156,47,7,133.6115,0.52,0.507,0.5054,,,,38.5913,
"[[121  96], [106  86], [95 78], [79 63]]",121,96,79,63,4,53.5609,0.5385,0.2388,0.1031,,,,38.2835,
"[[122 181], [105 176], [ 93 159], [ 86 147], [ 99 135]]",122,181,99,135,5,70.1129,0.4118,0.3724,0.2232,,,,36.59,
"[[112  55], [110  57], [102  61], [97 68], [92 74], [83 83], [74 87], [67 94], [64 96], [ 52 103], [ 32 110]]",112,55,32,110,11,99.3492,0.0488,0.4946,0.1947,,,,31.6082,
"[[ 52 146], [ 71 138], [ 84 131], [ 95 125], [107 118], [120 105], [145  93], [177  81], [162  56], [157  37]]",52,146,157,37,10,190.896,0.3514,0.5727,0.5395,,,,36.5899,
"[[ 56 105], [ 59 107], [ 65 110], [ 68 112], [ 75 115], [ 93 128]]",56,105,93,128,6,43.7387,0.0,0.0329,0.0177,,,,30.5127,
