Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_Brute_force_8_pix,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[138  40], [117  32], [115  30], [110  27], [104  21], [75 17], [64 36], [59 43]]",138,40,59,43,8,99.4483,0.5517,0.681,0.383,0.1718,,,,37.6306,
"[[ 58 139], [ 56 131], [ 56 115], [50 95], [46 84]]",58,139,46,84,5,56.8315,0.3529,0.4268,0.3154,0.0991,,,,34.8804,
"[[147  46], [138  40], [117  32], [115  30], [110  27], [98 14], [96 12], [88  9], [76  5]]",147,46,76,5,9,83.6616,0.4242,0.533,0.2227,0.1962,,,,36.3558,
"[[121 104], [110 114], [105 121], [ 91 120], [ 69 125]]",121,104,69,125,5,60.0651,0.4706,0.5487,0.1376,0.15,,,,36.0857,
"[[125 119], [141  98], [146  95], [173  85]]",125,119,173,85,4,61.0241,0.4615,0.5408,0.3625,0.3293,,,,35.8686,
"[[125 119], [112 122], [ 91 125], [ 82 129], [ 73 136], [ 68 139], [ 59 143]]",125,119,59,143,7,71.4853,0.0,0.0929,0.0732,0.0727,,,,31.7391,
"[[ 74 122], [ 85 123], [104 121], [127 109], [141  98], [146  95], [163  87], [184  78], [169  72], [163  75]]",74,122,163,75,10,144.2273,0.5135,0.701,0.6512,0.0714,,,,37.8926,
"[[64 96], [ 57 103], [ 47 117], [ 35 135]]",64,96,35,135,4,48.7375,0.2308,0.2942,0.1008,0.163,,,,33.4561,
"[[ 85 123], [104 121], [110 114]]",85,123,110,114,3,28.3245,0.3333,0.3701,0.0077,0.0742,,,,34.1765,
"[[ 77 111], [ 96 116], [ 98 118], [112 122], [136 125]]",77,111,136,125,5,61.2223,0.0,0.0796,0.1319,0.1899,,,,31.3847,
"[[50 83], [53 73], [58 55], [64 36], [74 22], [98 14], [106  17]]",50,83,106,17,7,100.0936,0.6,0.7301,0.7453,0.4512,,,,37.9855,
"[[115  21], [106  17], [98 14], [74 22], [64 36], [63 54], [67 65], [61 88], [ 65 106]]",115,21,65,106,9,132.837,0.9091,1.0818,0.8176,0.7911,,,,41.6228,
