Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_Brute_force_8_pix,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[128  73], [143  87], [165  86], [182  77], [174  65], [173  55]]",128,73,173,55,6,86.2485,0.381,0.4931,0.4846,0.1731,,,,35.5429,
"[[98 39], [96 42], [105  65], [119  72], [143  87], [171  91]]",98,39,171,91,6,100.5424,0.9048,1.0355,0.3542,0.3342,,,,40.9062,
"[[137  73], [130  81], [124  92], [117 109], [115 117], [ 99 137]]",137,73,99,137,6,75.4036,0.0,0.098,0.2286,0.1117,,,,31.6379,
"[[68 91], [72 89], [80 85], [93 80], [111  88], [117 109]]",68,91,117,109,6,68.8828,0.2857,0.3752,0.1388,0.1123,,,,34.443,
"[[137 145], [158 124], [162 114], [166 104], [168 102], [171  96], [182  77], [155  53], [143  39], [136  41]]",137,145,136,41,10,144.5743,0.4865,0.6744,0.6525,0.6503,,,,37.6252,
"[[ 50 127], [ 72 126], [ 98 130], [123 129]]",50,127,123,129,4,73.3486,0.0769,0.1723,0.0478,0.1458,,,,32.1223,
"[[ 30 115], [ 41 111], [ 67 111], [ 92 115], [114 121], [124 120]]",30,115,124,120,6,95.8761,0.0,0.1246,0.0603,0.117,,,,31.81,
"[[89 47], [91 49], [96 55], [119  72], [143  87], [165  86], [182  77], [167  71]]",89,47,167,71,8,124.9549,0.2069,0.3693,0.5817,0.1792,,,,34.3935,
"[[ 66 111], [ 67 111], [ 92 115], [115 117], [121 113], [132 103], [138 100], [147  94], [151  92], [165  87], [182  77], [174  65], [168  44]]",66,111,168,44,13,164.3306,0.4286,0.6422,0.542,0.5349,,,,37.6138,
"[[59 50], [62 52], [73 56], [85 62], [105  65], [126  67]]",59,50,126,67,6,70.0454,0.0,0.0911,0.1837,0.0271,,,,31.5929,
"[[66 92], [72 89], [80 85], [93 80], [111  88], [124  85], [143  87], [165  86], [182  77], [174  65], [161  43], [156  38]]",66,92,156,38,12,170.0305,0.6,0.821,0.7051,0.3066,,,,39.2434,
"[[174  65], [182  77], [165  87], [151  92], [124  85], [111  88], [93 80], [85 75]]",174,65,85,75,8,119.3774,0.5172,0.6724,0.5009,0.0098,,,,37.4527,
"[[128  73], [124  92], [125 113], [137 125], [145 145], [138 163]]",128,73,138,163,6,98.2647,0.619,0.7467,0.6777,0.4698,,,,38.0262,
"[[ 66 125], [ 72 126], [ 98 130], [116 124], [137 125]]",66,125,137,125,5,72.3861,0.0,0.0941,0.1111,0.1809,,,,31.4785,
"[[96 70], [119  72], [143  87], [165  86], [182  77]]",96,70,182,77,5,92.6468,0.2353,0.3557,0.2605,0.2098,,,,34.0041,
"[[125 113], [132 103]]",125,113,132,103,2,12.2066,0.0,0.0159,0.0152,0.1123,,,,30.5707,
"[[ 72 150], [ 77 153], [ 84 156], [ 89 162], [108 166]]",72,150,108,166,5,40.6735,0.2353,0.2882,0.1978,0.0649,,,,33.5674,
"[[127 147], [138 160], [130 164], [124 166], [ 99 165]]",127,147,99,165,5,57.3182,0.0588,0.1333,0.2936,0.2935,,,,31.9405,
"[[145 145], [137 125], [127 124], [ 98 117], [ 85 114], [ 62 108], [ 39 100]]",145,145,39,100,7,122.8864,0.44,0.5998,0.3217,0.1123,,,,36.5754,
"[[64 46], [64 77], [ 74 102], [ 83 123], [ 88 139], [ 90 155], [ 92 156]]",64,46,92,156,7,115.8968,0.44,0.5907,0.4283,0.4116,,,,36.5166,
"[[157 146], [144 151], [124 158], [ 99 165], [ 84 156], [ 77 153], [ 72 150], [ 68 148], [ 48 139], [ 19 131]]",157,146,19,131,10,148.5062,0.4865,0.6796,0.272,0.3081,,,,37.6583,
"[[128 167], [130 164], [138 160], [144 151], [155 131], [158 124], [162 114], [166 104], [168 102], [171  96], [182  77], [155  53], [148  60]]",128,167,148,60,13,152.8637,0.102,0.3007,0.7698,0.3481,,,,34.2482,
"[[ 77 153], [ 81 151], [ 99 137], [117 128]]",77,153,117,128,4,47.4003,0.0,0.0616,0.0191,0.1171,,,,31.1345,
"[[128 167], [124 166], [ 99 165], [ 84 156], [ 77 153], [ 72 150], [ 52 144], [ 47 141]]",128,167,47,141,8,86.7942,0.4138,0.5266,0.1477,0.0559,,,,36.1439,
"[[ 50 127], [ 59 112], [ 68 100], [80 85], [96 70], [114  55]]",50,127,114,55,6,97.0647,0.3333,0.4595,0.1511,0.0472,,,,35.1563,
"[[111  88], [93 80], [85 76], [78 70], [76 68], [60 57]]",111,88,60,57,6,60.1064,0.0476,0.1257,0.1278,0.1045,,,,31.9859,
"[[102  70], [96 77], [80 85], [72 89], [ 74 102], [ 76 114], [ 79 136]]",102,70,79,136,7,83.5744,0.44,0.5486,0.345,0.1,,,,36.2451,
"[[ 89 162], [ 96 169], [101 172], [108 175], [126 181]]",89,162,126,181,5,42.3199,0.0,0.055,0.0646,0.0726,,,,31.2259,
"[[164 105], [159 101], [147  94], [141  97], [132 103], [121 113], [115 117], [ 98 117], [ 83 123]]",164,105,83,123,9,93.0531,0.3333,0.4543,0.3147,0.0046,,,,35.5248,
"[[ 32 109], [ 39 104], [64 92], [71 87], [85 78], [102  70], [119  72], [128  73]]",32,109,128,73,8,106.5397,0.3793,0.5178,0.2422,0.0129,,,,35.9645,
"[[119  20], [129  29], [155  53], [182  77], [165  87], [151  92], [144  79], [141  64]]",119,20,141,64,8,149.6131,0.6207,0.8152,0.725,0.1742,,,,38.7428,
"[[96 77], [102  70], [124  56]]",96,77,124,56,3,35.2964,0.2222,0.2681,0.179,0.0446,,,,33.123,
"[[59 50], [62 52], [73 56], [97 65], [119  72], [130  81], [142  91], [147  94], [159 101], [164 105]]",59,50,164,105,10,119.9887,0.0,0.156,0.3538,0.0807,,,,32.5488,
"[[ 91 140], [ 88 139], [ 90 155], [104 173]]",91,140,104,173,4,42.0903,0.4615,0.5162,0.2352,0.156,,,,35.7095,
"[[91 49], [96 42], [98 39]]",91,49,98,39,3,12.2079,0.7778,0.7937,0.1639,0.02,,,,38.4905,
"[[175  92], [171  96], [168 102], [166 104], [162 114], [158 124], [137 145], [120 155]]",175,92,120,155,8,86.1557,0.2414,0.3534,0.463,0.2199,,,,34.4128,
"[[55 57], [75 67], [76 68], [78 70], [85 75], [93 80], [111  88], [125 113], [137 125], [155 131], [162 129]]",55,57,162,129,11,136.2148,0.2683,0.4454,0.5339,0.4464,,,,35.5049,
"[[80 85], [93 80], [111  88], [114  85], [137  73]]",80,85,137,73,5,63.811,0.4118,0.4948,0.1711,0.0732,,,,35.5286,
"[[ 48 157], [ 69 155], [ 89 162]]",48,157,89,162,3,42.2846,0.0,0.055,0.0784,0.0016,,,,30.9575,
"[[97 65], [105  65], [114  85], [116 103], [125 113], [137 125], [145 145], [138 163]]",97,65,138,163,8,119.3205,0.6897,0.8448,0.6327,0.4698,,,,39.179,
"[[76  8], [78  8], [64 46], [64 77], [ 74 102], [ 83 123], [ 88 139], [ 90 155], [104 173]]",76,8,104,173,9,178.9611,0.9697,1.2023,0.8931,0.8674,,,,42.6169,
"[[109  81], [111  88], [115 108], [109 129], [ 99 135], [ 91 140], [ 84 156], [ 89 169]]",109,81,89,169,8,102.005,0.5517,0.6843,0.2865,0.0229,,,,37.6521,
"[[137 125], [145 145], [127 165], [124 166]]",137,125,124,166,4,51.6102,0.4615,0.5286,0.2543,0.0383,,,,35.7895,
"[[143  39], [155  53], [182  77]]",143,39,182,77,3,54.5639,0.3333,0.4042,0.1796,0.2566,,,,34.397,
"[[ 99 165], [103 166], [111 170], [126 177]]",99,165,126,177,4,29.6203,0.0,0.0385,0.031,0.0761,,,,30.9851,
"[[96 55], [93 57], [86 62], [82 70], [72 89], [ 68 100], [ 62 116]]",96,55,62,116,7,71.4158,0.0,0.0928,0.1522,0.0179,,,,31.7385,
"[[ 52 135], [ 48 127], [ 42 105], [47 81], [48 73]]",52,135,48,73,5,64.3253,0.4118,0.4954,0.3039,0.2928,,,,35.5329,
"[[79 74], [85 76], [93 80], [111  88]]",79,74,111,88,4,34.9665,0.2308,0.2763,0.0139,0.0445,,,,33.3404,
"[[114  85], [124  92]]",114,85,124,92,2,12.2066,0.0,0.0159,0.0404,0.0567,,,,30.5707,
"[[ 36 155], [ 46 158], [ 69 155], [ 89 162], [ 99 165], [116 158]]",36,155,116,158,6,83.6498,0.2381,0.3468,0.004,0.0762,,,,34.0906,
"[[89 50], [85 62], [81 70], [75 80], [ 74 102], [ 83 123], [ 88 139], [ 89 162], [108 166]]",89,50,108,166,9,137.3266,0.3636,0.5421,0.5612,0.3136,,,,36.2001,
"[[ 94 171], [ 96 169], [103 166], [118 155], [137 145], [158 124], [162 114], [165  87]]",94,171,165,87,8,118.1512,0.3448,0.4984,0.4873,0.454,,,,35.7167,
"[[96 42], [91 49], [86 62], [79 74], [69 92]]",96,42,69,92,5,57.0144,0.0,0.0741,0.1671,0.0253,,,,31.3494,
"[[36 93], [ 43 103], [ 57 125], [ 67 137], [ 81 151], [ 84 156], [ 89 162], [ 90 164]]",36,93,90,164,8,89.5801,0.0345,0.151,0.0452,0.0008,,,,32.3705,
"[[127  71], [124  85], [116 103], [115 117], [ 98 130], [ 88 139], [ 90 155], [ 92 156]]",127,71,92,156,8,101.2663,0.2069,0.3385,0.4992,0.0475,,,,34.1944,
"[[131 101], [115 117], [ 98 117], [ 83 123], [ 66 125], [ 42 123]]",131,101,42,123,6,96.9833,0.0,0.1261,0.1728,0.0301,,,,31.8193,
"[[116 185], [128 167], [145 145], [137 125], [127 117], [132 103], [141  97]]",116,185,141,97,7,109.4658,0.64,0.7823,0.6078,0.3167,,,,38.4646,
"[[55 57], [60 41]]",55,57,60,41,2,16.7631,0.4,0.4218,0.1103,0.2074,,,,34.613,
"[[128  73], [119  72], [102  70], [96 77], [80 85], [72 89], [ 66 111], [ 52 135]]",128,73,52,135,8,112.8134,0.3448,0.4915,0.4375,0.2327,,,,35.6718,
"[[135 170], [138 163], [144 151], [155 131], [158 124], [162 114], [166 104]]",135,170,166,104,7,73.014,0.04,0.1349,0.3072,0.1157,,,,32.1523,
"[[96 77], [76 68], [60 57]]",96,77,60,57,3,41.3482,0.1111,0.1649,0.0639,0.1045,,,,32.0617,
"[[127 117], [125 119], [120 121], [ 98 117], [ 78 109], [ 60 103]]",127,117,60,103,6,71.0886,0.0,0.0924,0.1251,0.0208,,,,31.6017,
"[[ 65 112], [ 67 111], [ 92 115], [115 117], [121 113], [132 103], [138 100], [147  94], [159 101]]",65,112,159,101,9,104.1353,0.1818,0.3172,0.3391,0.1839,,,,34.1014,
"[[171  96], [156  93], [143  87], [119  72], [105  65], [86 62], [73 58]]",171,96,73,58,7,106.4062,0.0,0.1383,0.2646,0.0461,,,,32.0325,
"[[126 181], [135 170], [145 145], [137 125], [125 113], [111  88]]",126,181,111,88,6,108.3028,0.6667,0.8075,0.6255,0.2999,,,,38.588,
"[[59 63], [64 77], [68 91], [ 67 111], [ 67 137], [ 69 155]]",59,63,69,155,6,93.562,0.0,0.1216,0.157,0.0385,,,,31.7905,
"[[138 163], [144 151], [155 131], [158 124], [162 114], [166 104], [168 102], [171  96], [182  77], [174  65], [161  43], [156  38]]",138,163,156,38,12,143.9365,0.1556,0.3427,0.6487,0.3066,,,,34.5757,
"[[98 39], [96 42], [105  65], [114  85], [116 103], [116 124]]",98,39,116,124,6,89.3462,0.9048,1.021,0.3343,0.1416,,,,40.8121,
"[[109 129], [116 124], [124 120], [125 119], [127 117], [138 100], [147  94], [151  92], [165  87], [182  77], [167  71], [183  46]]",109,129,183,46,12,137.7528,0.4667,0.6458,0.5741,0.5575,,,,37.6379,
"[[122 162], [145 145], [137 125], [127 117], [116 103], [114  85], [105  65], [97 65]]",122,162,97,65,8,128.7946,0.8276,0.995,0.6728,0.4976,,,,40.6389,
"[[168 102], [171  96], [182  77], [174  65], [157  41], [168  40]]",168,102,168,40,6,83.5412,0.2857,0.3943,0.7024,0.4316,,,,34.5662,
"[[ 19 131], [ 48 127], [ 71 119], [ 92 115], [115 117], [121 113], [132 103], [138 100]]",19,131,138,100,8,126.8759,0.4483,0.6132,0.2055,0.0732,,,,36.826,
"[[ 90 155], [104 173], [126 168]]",90,155,126,168,3,45.3645,0.4444,0.5034,0.2311,0.1813,,,,35.4318,
"[[ 18 138], [ 22 135], [ 40 129], [ 48 127], [ 62 116], [ 74 102]]",18,138,74,102,6,68.4635,0.4762,0.5652,0.2888,0.2196,,,,36.3464,
"[[ 79 136], [ 88 139]]",79,136,88,139,2,9.4868,0.0,0.0123,0.0705,0.0265,,,,30.5478,
"[[ 48 152], [ 52 144], [ 56 134], [ 62 116], [ 66 111], [72 89], [75 80], [66 53]]",48,152,66,53,8,105.8422,0.0,0.1376,0.2047,0.1443,,,,32.1618,
"[[ 84 156], [ 79 136], [ 76 114], [ 74 102], [72 89], [79 74], [86 62]]",84,156,86,62,7,98.583,0.32,0.4482,0.2974,0.2067,,,,35.17,
"[[73 58], [85 62], [97 65], [119  72], [143  87], [165  86], [182  77], [162  65]]",73,58,162,65,8,140.9891,0.2069,0.3902,0.5915,0.3627,,,,34.5282,
"[[137 145], [145 145], [137 125], [125 113], [111  88], [93 80], [85 75]]",137,145,85,75,7,104.296,0.88,1.0156,0.6575,0.4112,,,,40.8236,
"[[124 120], [137 125], [155 149]]",124,120,155,149,3,43.9284,0.4444,0.5015,0.4706,0.2648,,,,35.4197,
"[[105  65], [119  72], [130  81], [142  91], [147  94], [159 101], [167 108]]",105,65,167,108,7,75.8392,0.0,0.0986,0.2246,0.1134,,,,31.7757,
"[[116  19], [129  29], [155  53], [182  77], [171  96], [168 102], [166 104], [162 114], [158 124], [145 145]]",116,19,145,145,10,165.6396,0.4324,0.6477,0.6782,0.6782,,,,37.2607,
"[[111  88], [93 80], [80 85], [72 89], [66 92]]",111,88,66,92,5,49.2786,0.0,0.0641,0.0088,0.0384,,,,31.2844,
"[[151  92], [147  94], [141  97], [132 103], [121 113], [115 117]]",151,92,115,117,6,44.0742,0.3333,0.3906,0.0881,0.0736,,,,34.711,
"[[119  72], [102  70], [96 77], [80 85], [72 89], [66 92], [ 43 103], [ 35 105]]",119,72,35,105,8,93.6191,0.4138,0.5355,0.3075,0.2405,,,,36.2013,
"[[155 131], [137 125], [127 117], [116 103], [114  85], [105  65], [93 57]]",155,131,93,57,7,104.0491,0.64,0.7753,0.6171,0.0222,,,,38.4191,
"[[152 162], [137 145], [145 145], [137 125], [114 121]]",152,162,114,121,5,75.5575,1.0,1.0982,0.5362,0.5112,,,,41.5152,
"[[161  64], [182  77], [165  87], [151  92], [144  79]]",161,64,144,79,5,74.0522,0.6471,0.7434,0.6466,0.0705,,,,37.97,
"[[127 104], [125 113], [137 125], [145 145], [127 165], [121 168], [107 180]]",127,104,107,180,7,99.7853,0.84,0.9697,0.5293,0.497,,,,40.3853,
"[[137  73], [139  76], [131 101], [127 117], [123 129]]",137,73,123,129,5,58.9959,0.0,0.0767,0.2405,0.1211,,,,31.366,
"[[161  43], [174  65], [182  77], [165  87], [151  92], [147  94], [141  97], [132 103], [121 113], [115 117], [ 98 130], [ 88 139], [ 68 148], [ 48 152]]",161,43,48,152,14,195.8217,0.9057,1.1603,0.8148,0.8071,,,,42.7883,
"[[175  92], [171  96], [168 102], [166 104], [162 114], [158 124], [155 131], [145 159], [137 181]]",175,92,137,181,9,97.4915,0.0606,0.1873,0.4422,0.0691,,,,32.8323,
"[[132 103], [121 113], [115 117], [ 98 117], [ 85 114], [ 59 112], [ 42 105]]",132,103,42,105,7,96.8804,0.12,0.2459,0.3983,0.0724,,,,33.1537,
"[[ 46 150], [ 69 155], [ 89 169], [ 94 171]]",46,150,94,171,4,53.3355,0.0,0.0693,0.0455,0.0253,,,,31.1844,
"[[94  4], [78  8], [64 46], [64 77], [ 74 102], [ 83 123], [ 93 134]]",94,4,93,134,7,152.6285,0.96,1.1584,0.9391,0.8672,,,,42.0305,
"[[137 125], [125 113], [124  92], [119  72]]",137,125,119,72,4,58.6099,0.4615,0.5377,0.4532,0.4199,,,,35.8483,
"[[ 41 111], [ 42 105], [50 82], [54 72], [64 46], [78  8], [111  19], [129  29], [156  38], [126  18]]",41,111,126,18,10,229.4507,0.8378,1.1361,1.2026,0.1521,,,,41.8549,
"[[ 55 140], [ 56 134], [ 62 116], [ 66 111], [72 89], [75 80], [81 70], [85 62], [91 49]]",55,140,91,49,9,98.6739,0.0,0.1283,0.1684,0.054,,,,32.2356,
"[[85 78], [85 75], [96 42]]",85,78,96,42,3,37.7851,0.2222,0.2713,0.2728,0.1532,,,,33.1439,
"[[155 149], [138 160], [130 164], [121 168], [117 170], [107 178]]",155,149,107,178,6,56.32,0.0,0.0732,0.0689,0.0602,,,,31.4776,
"[[ 78 109], [ 74 102], [75 80], [66 53]]",78,109,66,53,4,58.5455,0.4615,0.5376,0.3182,0.2399,,,,35.8478,
"[[130  21], [157  41], [174  65], [182  77], [171  96], [168 102], [166 104], [162 114], [158 124], [137 145], [124 158], [117 170]]",130,21,117,170,12,192.4412,0.6444,0.8946,0.7651,0.7439,,,,39.8761,
"[[142  91], [138 100], [127 117], [137 125], [145 145], [124 158], [108 166]]",142,91,108,166,7,107.0309,0.72,0.8591,0.6282,0.4739,,,,39.2449,
"[[ 48 152], [ 69 155], [ 90 164], [ 96 169], [101 172], [116 185]]",48,152,116,185,6,77.5512,0.0952,0.196,0.0502,0.0925,,,,32.6089,
"[[116 103], [115 108], [109 129], [ 99 137]]",116,103,99,137,4,39.7456,0.3077,0.3594,0.0899,0.0646,,,,34.1503,
"[[ 69 155], [ 90 164], [ 96 169], [101 172], [116 185]]",69,155,116,185,5,56.338,0.1176,0.1908,0.0505,0.0925,,,,32.5209,
"[[150  82], [126  63], [93 57]]",150,82,93,57,3,64.1515,1.0,1.0834,0.2286,0.1789,,,,41.1512,
"[[ 98 130], [116 124], [132 124]]",98,130,132,124,3,34.9737,0.0,0.0455,0.0913,0.155,,,,30.896,
"[[150  82], [151  92], [147  94], [138 100]]",150,82,138,100,4,25.3387,0.6923,0.7252,0.158,0.1248,,,,37.8791,
"[[ 66 111], [72 89], [75 80], [68 44]]",66,111,68,44,4,68.9646,0.0769,0.1666,0.2342,0.2202,,,,32.0855,
"[[144  79], [151  92], [159 101], [161 129]]",144,79,161,129,4,54.8778,0.6923,0.7636,0.4322,0.4431,,,,38.1273,
"[[138 160], [130 164], [124 166], [ 99 165], [ 84 156], [ 81 151], [ 67 137], [ 62 116]]",138,160,62,116,8,104.9986,0.3448,0.4813,0.4267,0.1556,,,,35.6062,
"[[82 70], [72 89], [ 66 111]]",82,70,66,111,3,44.2744,0.0,0.0576,0.0113,0.0107,,,,30.9742,
"[[116 124], [124 120], [125 119]]",116,124,125,119,3,10.3585,0.0,0.0135,0.0304,0.0786,,,,30.6892,
"[[ 89 162], [103 166], [111 170]]",89,162,111,170,3,23.5045,0.0,0.0306,0.0092,0.0603,,,,30.7997,
"[[138 163], [145 145], [137 125], [125 113], [111  88], [93 80], [85 76], [78 70], [76 68], [75 67], [64 46], [78  8], [77  4]]",138,163,77,4,13,196.9083,1.0,1.256,0.8085,0.6945,,,,43.6073,
"[[103 134], [101 132], [ 93 128], [ 78 112], [ 77 111], [68 91], [65 77], [64 64], [62 40], [83 15], [92 11], [90  6]]",103,134,90,6,12,156.3734,0.4667,0.67,0.7128,0.6703,,,,37.7943,
"[[116 164], [ 92 164], [ 83 144], [ 81 136], [ 75 115], [67 95], [64 89], [57 77], [50 72]]",116,164,50,72,9,126.7619,0.0,0.1648,0.2995,0.0714,,,,32.4717,
"[[109  45], [106  50], [107  51], [110  57], [117  69], [121  96]]",109,45,121,96,6,55.1405,0.9048,0.9765,0.2757,0.2557,,,,40.5247,
"[[116  52], [118  59]]",116,52,118,59,2,7.2801,0.0,0.0095,0.0928,0.0042,,,,30.5293,
"[[141 161], [142 142], [141 135], [137 126], [121 121], [ 94 115], [ 77 111], [67 95], [64 89], [47 79]]",141,161,47,79,10,143.1314,0.6216,0.8077,0.4554,0.0972,,,,38.9655,
"[[168  54], [169  67], [177  81], [145  93], [130  89], [106  86], [83 83], [65 77], [44 80]]",168,54,44,80,9,166.4316,0.9697,1.1861,0.6493,0.5915,,,,42.5117,
"[[129  81], [125  97], [107 118], [ 98 124], [ 84 131], [ 65 136]]",129,81,65,136,6,90.2671,0.381,0.4983,0.2772,0.1826,,,,35.5766,
"[[118 133], [120 105], [106  86], [95 78], [97 68]]",118,133,97,68,5,75.4717,0.9412,1.0393,0.5124,0.0719,,,,40.9259,
"[[140  41], [121  34], [108  27], [94 20], [88 17], [83 15], [62 40], [60 55], [57 77], [55 94], [ 52 103], [ 48 125], [ 41 139]]",140,41,41,139,13,197.3624,0.7959,1.0525,0.8277,0.7991,,,,41.5681,
"[[ 43 142], [ 48 125], [ 52 108], [47 99], [49 78]]",43,142,49,78,5,66.5749,0.1765,0.263,0.3859,0.1535,,,,33.1965,
"[[ 83 144], [ 60 138], [ 43 142]]",83,144,43,142,3,41.234,0.0,0.0536,0.0818,0.0039,,,,30.9486,
"[[139 171], [142 142], [141 135], [137 126], [120 105]]",139,171,120,105,5,73.0932,0.7059,0.8009,0.5573,0.1831,,,,38.5505,
"[[ 61 133], [ 52 108], [45 85], [50 72]]",61,133,50,72,4,64.5407,0.3077,0.3916,0.1478,0.1357,,,,34.3586,
"[[ 65 158], [ 83 144], [ 89 139], [101 132], [106 129], [116 121], [137 126]]",65,158,137,126,7,84.7304,0.04,0.1501,0.1387,0.1872,,,,32.2508,
"[[116  52], [121  69], [145  93], [177  81], [169  67], [158  56], [146  54]]",116,52,146,54,7,129.6836,0.4,0.5686,0.656,0.3224,,,,36.2321,
"[[181  63], [177  81], [145  93], [121  69], [112  59], [110  57], [104  52]]",181,63,104,52,7,110.6485,0.48,0.6238,0.4324,0.0026,,,,36.8729,
"[[159 120], [163 102], [151  98], [130  89], [106  86], [83 83], [76 93]]",159,120,76,93,7,113.5237,0.24,0.3876,0.6885,0.0169,,,,34.4947,
"[[110 169], [ 92 164], [ 83 144], [ 81 136], [ 75 115], [67 95], [64 89], [57 77], [50 72], [45 69]]",110,169,45,69,10,127.2744,0.0541,0.2196,0.2183,0.1102,,,,33.1516,
"[[167  53], [169  67], [177  81], [171 104], [164 122], [157 134], [142 157], [133 177]]",167,53,133,177,8,136.6328,0.9655,1.1431,0.6894,0.657,,,,42.0852,
"[[180  50], [183  57], [177  81], [145  93], [129  76], [120  54]]",180,50,120,54,6,113.6454,0.4762,0.6239,0.6666,0.0667,,,,36.726,
"[[ 93 146], [103 134], [106 129], [120 105], [121  96], [117  69], [116  52]]",93,146,116,52,7,102.6158,0.08,0.2134,0.5277,0.0351,,,,32.8014,
"[[ 82 127], [ 72 135], [ 66 144], [ 53 155]]",82,127,53,155,4,40.6523,0.0,0.0528,0.0619,0.0362,,,,31.0778,
"[[49 78], [64 89], [64 97]]",49,78,64,97,3,26.6011,0.0,0.0346,0.0259,0.0254,,,,30.8257,
"[[88 70], [76 83], [74 87], [ 73 111], [ 72 122]]",88,70,72,122,5,57.2301,0.3529,0.4273,0.2128,0.0575,,,,34.8837,
"[[65 77], [64 85], [55 94]]",65,77,55,94,3,20.7902,0.3333,0.3603,0.0208,0.019,,,,34.1132,
"[[97 43], [96 48], [82 71], [74 91], [ 75 115], [ 93 128]]",97,43,93,128,6,99.7899,0.2857,0.4154,0.5202,0.1237,,,,34.7027,
"[[152 124], [163 102], [177  81]]",152,124,177,81,3,49.8356,0.0,0.0648,0.2915,0.2415,,,,31.0209,
"[[109  45], [95 57], [88 70], [74 91], [ 75 115], [ 81 136], [ 83 144], [ 92 164]]",109,45,92,164,8,134.4818,0.9655,1.1403,0.5754,0.1728,,,,42.0671,
"[[67 95], [74 88], [83 83], [106  86], [130  89], [145  93], [166 102]]",67,95,166,102,7,105.9482,0.36,0.4977,0.1682,0.1708,,,,35.6322,
"[[140 133], [137 126], [121 121], [ 98 124]]",140,133,98,124,4,47.5737,0.3846,0.4464,0.1492,0.0901,,,,34.9858,
"[[142 142], [141 135], [137 126], [116 121], [ 94 129], [ 72 135]]",142,142,72,135,6,84.7199,0.4762,0.5863,0.3526,0.0135,,,,36.483,
"[[ 86 111], [ 94 115], [107 118], [124 130]]",86,111,124,130,4,43.0946,0.1538,0.2098,0.2957,0.1674,,,,32.6379,
"[[55 94], [64 89], [83 83], [106  86], [120 105]]",55,94,120,105,5,77.0162,0.2941,0.3942,0.0979,0.112,,,,34.4614,
"[[92 74], [97 68], [103  63], [112  59], [120  54]]",92,74,120,54,5,34.9033,0.0588,0.1042,0.1944,0.001,,,,31.7522,
"[[118 133], [120 105]]",118,133,120,105,2,28.0713,0.0,0.0365,0.1068,0.2038,,,,30.704,
"[[ 28 106], [ 36 100], [55 94], [64 85], [82 71], [96 48]]",28,106,96,48,6,92.3821,0.7619,0.882,0.4994,0.4021,,,,39.4072,
"[[ 56 105], [ 61 133], [ 63 134], [ 65 136]]",56,105,65,136,4,33.5074,0.0,0.0436,0.0037,0.0934,,,,31.0178,
"[[ 86 111], [ 77 111], [68 91], [65 77], [64 64], [62 40], [82 16], [74 12]]",86,111,74,12,8,122.5564,0.5862,0.7455,0.7051,0.6524,,,,38.1701,
"[[141  37], [129  34], [108  27], [94 20], [88 17], [83 15], [62 40], [55 52], [49 78], [ 46 101]]",141,37,46,101,10,158.6714,0.7027,0.909,0.7811,0.7488,,,,39.9079,
"[[79 63], [74 87], [67 95]]",79,63,67,95,3,35.1454,0.0,0.0457,0.0221,0.0259,,,,30.8975,
"[[177  81], [169  67], [158  56], [152  46], [146  40]]",177,81,146,40,5,51.828,0.8824,0.9498,0.4087,0.2642,,,,40.1386,
"[[121  34], [108  27], [94 20], [88 17], [83 15], [62 40], [79 63], [102  61], [112  59]]",121,34,112,59,9,137.0459,0.7879,0.9661,0.8353,0.7743,,,,40.4449,
"[[ 46 150], [ 52 146], [ 71 138], [ 84 131]]",46,150,84,131,4,42.5915,0.0,0.0554,0.0523,0.0458,,,,31.0941,
"[[140  41], [153  51], [169  67], [177  81], [145  93], [130  89], [106  86], [96 86]]",140,41,96,86,8,139.0401,0.5517,0.7325,0.7188,0.4721,,,,37.9633,
"[[ 84 131], [ 72 135], [ 61 137]]",84,131,61,137,3,23.8295,0.0,0.031,0.0257,0.0723,,,,30.8024,
"[[ 33 113], [ 46 112], [ 65 110], [ 94 115], [116 121], [137 126], [140 133]]",33,113,140,133,7,113.5776,0.12,0.2677,0.1888,0.1124,,,,33.2939,
"[[181  63], [177  81], [145  93], [127 110], [109 132]]",181,63,109,132,5,105.7993,0.7647,0.9022,0.5311,0.1441,,,,39.4139,
"[[149  39], [156  47], [162  56], [177  81], [145  93], [121  69], [112  59], [110  57], [104  52]]",149,39,104,52,9,142.811,0.4242,0.6099,0.6825,0.5994,,,,36.8527,
"[[ 29 118], [ 31 119], [ 44 126], [ 54 135], [ 60 138], [ 77 160], [ 88 170], [ 90 172], [101 176], [122 181], [136 186]]",29,118,136,186,11,130.8179,0.5366,0.7067,0.1518,0.1406,,,,38.1452,
"[[ 93 159], [ 86 147], [ 82 127], [ 77 111], [68 91], [65 77], [64 64], [62 40], [83 15], [92 11]]",93,159,92,11,10,166.9212,0.5946,0.8116,0.6547,0.5915,,,,38.8951,
"[[121  21], [127  26], [149  39]]",121,21,149,39,3,33.3641,0.3333,0.3767,0.0665,0.0166,,,,34.2189,
"[[ 77 111], [ 65 115], [ 40 125], [ 38 127]]",77,111,38,127,4,42.4034,0.0,0.0551,0.0105,0.0875,,,,31.0925,
