Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_Brute_force_8_pix,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[46 99], [63 94], [75 87], [76 86], [92 81], [107  85], [133  85], [173  90]]",46,99,173,90,8,131.6252,0.6897,0.795,0.3317,0.3175,,,,39.0212,
"[[109  53], [118  64], [128  75], [132  79], [136  83], [154  97]]",109,53,154,97,6,63.196,0.0,0.0506,0.1424,0.131,,,,31.3778,
"[[85 70], [104  74], [122  84], [138  94], [151  99], [155 103]]",85,70,155,103,6,78.461,0.4762,0.539,0.1893,0.0641,,,,36.2564,
"[[182  61], [173  90], [138  94], [126 105], [113 118], [ 99 115], [ 86 110], [ 66 116], [ 44 117]]",182,61,44,117,9,171.4054,0.8485,0.9856,0.772,0.1424,,,,41.0213,
"[[153  43], [173  56], [180  68], [173  90], [133  85], [114  79], [109  75], [97 74]]",153,43,97,74,8,139.5138,0.5172,0.6288,0.7913,0.0004,,,,37.3523,
"[[75 87], [ 73 101], [ 86 110], [ 99 115], [124 122], [129 124]]",75,87,129,124,6,75.2286,0.4762,0.5364,0.3021,0.1848,,,,36.2327,
"[[159 100], [138  94], [119 108], [102 122], [ 92 128], [ 69 140], [ 51 146], [ 42 150]]",159,100,42,150,8,133.8906,0.8621,0.9692,0.4726,0.1834,,,,40.7636,
"[[107 174], [131 160], [133 158], [154 149]]",107,174,154,149,4,53.4606,0.1538,0.1966,0.0478,0.1158,,,,32.6077,
"[[ 98 115], [ 90 119], [ 81 124], [ 59 127], [ 35 131]]",98,115,35,131,5,65.7746,0.0,0.0526,0.2053,0.0894,,,,31.2776,
"[[132  79], [109  75], [85 67]]",132,79,85,67,3,48.6435,0.3333,0.3722,0.0935,0.0348,,,,34.2501,
"[[ 22 132], [ 28 130], [ 44 122], [ 45 113]]",22,132,45,113,4,33.2685,0.4615,0.4881,0.3908,0.2554,,,,35.5399,
"[[45 70], [47 67], [53 62], [55 58], [64 37], [79 20], [81 18], [113  20], [140  32], [149  39]]",45,70,149,39,10,137.246,0.6216,0.7314,0.8115,0.4981,,,,38.6191,
"[[ 94 175], [ 93 172], [ 86 146], [ 93 143], [111 137]]",94,175,111,137,5,56.6775,0.3529,0.3982,0.2266,0.199,,,,34.7435,
"[[53 76], [63 94], [ 68 102], [ 72 111], [ 81 124], [ 93 143]]",53,76,93,143,6,78.1577,0.4286,0.4911,0.1039,0.04,,,,35.7777,
"[[76 86], [73 63], [67 35], [79 20]]",76,86,79,20,4,71.0398,0.5385,0.5953,0.54,0.4271,,,,36.5873,
"[[108  66], [109  75], [113  98], [113 118], [102 122], [ 98 126], [ 92 131], [ 85 137]]",108,66,85,137,8,86.792,0.4483,0.5177,0.3483,0.308,,,,36.2765,
"[[47 67], [75 77], [93 83], [112  88], [138  94], [151  99], [160 103], [169 106]]",47,67,169,106,8,128.3001,0.7586,0.8612,0.4316,0.2461,,,,39.6866,
"[[ 55 102], [48 89], [53 76], [55 58], [64 37], [79 20], [81 18], [107  17], [117  20]]",55,102,117,20,9,131.6108,0.8182,0.9235,0.7345,0.722,,,,40.4266,
"[[96 41], [91 48], [86 56], [75 77], [63 94], [ 58 101], [ 46 117]]",96,41,46,117,7,91.1538,0.0,0.0729,0.3038,0.0627,,,,31.7018,
"[[53 76], [75 77], [92 72], [109  75], [132  79]]",53,76,132,79,5,80.3507,0.3529,0.4172,0.1068,0.0528,,,,34.9168,
"[[99 66], [82 81], [76 86], [ 68 102], [ 61 121], [ 55 140]]",99,66,55,140,6,88.5437,0.0,0.0708,0.1359,0.0147,,,,31.5635,
"[[80 87], [ 68 102], [ 55 116], [ 45 133], [ 32 154]]",80,87,32,154,5,82.7356,0.5294,0.5956,0.2413,0.2164,,,,36.7011,
"[[ 56 108], [63 94], [75 87], [93 83], [109  87], [122  93]]",56,108,122,93,6,78.7943,0.5714,0.6344,0.1892,0.1012,,,,37.2118,
"[[ 92 135], [ 94 133], [102 122], [113 118], [113  98], [109  87]]",92,135,109,87,6,59.8393,0.1429,0.1908,0.1896,0.0443,,,,32.7837,
"[[ 86 146], [ 82 133], [ 80 113], [ 73 101], [76 86], [82 81], [93 68]]",86,146,93,68,7,87.7304,0.32,0.3902,0.3404,0.2047,,,,34.8799,
"[[114 125], [113  98], [109  87], [107  85], [92 81], [90 67]]",114,125,90,67,6,71.2179,0.619,0.676,0.314,0.0179,,,,37.6328,
"[[76 86], [82 81], [97 74], [108  66], [120  58]]",76,86,120,58,5,52.3869,0.1765,0.2184,0.0263,0.0167,,,,32.9463,
"[[ 28 127], [ 28 130], [ 44 122], [ 55 116], [ 68 102], [80 87]]",28,127,80,87,6,71.7329,0.7143,0.7717,0.2693,0.1996,,,,38.5905,
"[[ 98 126], [102 122], [119 108], [130  99], [142  82]]",98,126,142,82,5,62.7009,0.3529,0.4031,0.264,0.2425,,,,34.7876,
"[[ 94 164], [ 86 146], [ 93 143], [114 125], [124 114], [138  94], [154  97], [156  82]]",94,164,156,82,8,125.6629,0.5172,0.6177,0.5535,0.1091,,,,37.2508,
"[[86  5], [67 35], [71 52], [85 67], [92 81], [107  85], [109  87], [113  98], [119 108], [124 114], [141 127], [149 151]]",86,5,149,151,12,185.3742,0.9556,1.0,0.7477,0.7386,,,,42.5532,
"[[120  71], [113  98], [113 118], [102 122], [ 98 126], [ 92 135], [ 86 146], [ 91 160], [102 175]]",120,71,102,175,9,122.068,0.5152,0.6129,0.4449,0.0745,,,,37.3237,
"[[116  68], [126  76], [132  79], [138  82], [151  91], [173  90], [180  68], [173  56], [171  54], [167  49], [163  39]]",116,68,163,39,11,121.0379,0.7805,0.8773,0.5884,0.5741,,,,40.2101,
"[[73 63], [67 35], [79 20], [81 18], [107  17], [117  20]]",73,63,117,20,6,87.133,0.9048,0.9745,0.6013,0.5973,,,,40.6102,
"[[132  79], [138  82], [151  91], [173  90], [180  68], [169  63], [154  51]]",132,79,154,51,7,98.9215,0.52,0.5991,0.5832,0.5765,,,,36.9639,
"[[153 136], [151 134], [141 127], [124 114]]",153,136,124,114,4,36.4359,0.3077,0.3368,0.1474,0.1448,,,,34.0236,
"[[ 28 130], [ 35 131], [ 41 110], [48 89], [53 76], [55 58], [64 37], [79 20], [81 18], [113  20], [142  30], [141  29]]",28,130,141,29,12,195.5862,0.8667,1.0,0.7736,0.7229,,,,41.7381,
"[[154  97], [138  94], [119 108], [102 122], [ 98 126], [ 92 131], [ 86 140], [ 77 150]]",154,97,77,150,8,99.6398,0.4138,0.4935,0.4181,0.1785,,,,36.0252,
"[[162  86], [173  90], [180  68], [173  56], [171  54], [167  49], [140  32], [117  20]]",162,86,117,20,8,115.7638,0.7241,0.8167,0.5941,0.3856,,,,39.2494,
"[[121 187], [131 160], [133 158], [146 134], [161 109], [154  97], [151  91], [142  82]]",121,187,142,82,8,121.3988,0.3793,0.4764,0.6223,0.6154,,,,35.8392,
"[[ 22 132], [ 30 138], [ 47 147], [ 67 159], [ 87 165], [107 174]]",22,132,107,174,6,95.3715,0.6667,0.743,0.0993,0.0992,,,,38.2872,
"[[96 41], [103  53], [116  68], [126  76], [132  79], [136  83], [151  99]]",96,41,151,99,7,80.8449,0.56,0.6247,0.3051,0.305,,,,37.2319,
"[[154  41], [140  32], [113  20], [81 18], [79 20], [67 35], [65 44], [64 77], [66 83], [ 54 102]]",154,41,54,102,10,171.3216,0.8649,1.0,0.7798,0.7655,,,,41.3041,
"[[ 62 143], [ 69 140], [ 92 135], [107 130], [129 124], [141 127], [146 134], [153 147]]",62,143,153,147,8,105.5043,0.4483,0.5327,0.4258,0.3212,,,,36.4135,
"[[40 92], [38 95], [46 99], [ 54 102], [ 72 111], [ 80 113], [ 98 119], [120 128]]",40,92,120,128,8,92.208,0.0,0.0738,0.1256,0.1474,,,,31.8287,
"[[ 51 104], [ 34 102]]",51,104,34,102,2,17.1172,0.0,0.0137,0.0768,0.1738,,,,30.5637,
"[[98 60], [99 80]]",98,60,99,80,2,20.025,0.4,0.416,0.148,0.049,,,,34.589,
"[[49 73], [48 83], [ 51 104], [ 55 116], [ 59 127], [ 62 143], [ 67 159]]",49,73,67,159,7,88.6588,0.48,0.5509,0.2491,0.1828,,,,36.4883,
"[[ 44 110], [ 66 116], [ 82 120], [ 95 120], [113 118], [115 102]]",44,110,115,102,6,86.5312,0.1429,0.2121,0.113,0.1111,,,,32.9792,
"[[ 94 164], [ 86 146], [ 93 143], [114 125], [124 114], [138  94], [154  97], [156  82]]",94,164,156,82,8,125.6629,0.5172,0.6177,0.5535,0.1091,,,,37.2508,
"[[ 51 163], [ 62 143], [ 69 140], [ 94 133], [120 128]]",51,163,120,128,5,82.8791,0.4118,0.4781,0.0682,0.0764,,,,35.525,
"[[131 160], [133 158], [146 134], [141 127], [129 124], [118 125]]",131,160,118,125,6,62.1401,0.619,0.6687,0.4674,0.4392,,,,37.5663,
"[[90 67], [99 66], [120  58]]",90,67,120,58,3,31.5276,0.0,0.0252,0.0396,0.0327,,,,30.7884,
"[[ 92 136], [ 70 138], [ 55 142]]",92,136,55,142,3,37.6149,0.0,0.0301,0.0421,0.0559,,,,30.833,
"[[ 59 156], [ 77 150], [ 86 146], [ 93 143], [114 125], [124 114]]",59,156,124,114,6,78.963,0.0,0.0632,0.0776,0.1321,,,,31.4933,
"[[ 92 131], [ 82 120], [ 80 113], [ 73 101], [76 86], [80 76], [87 49]]",92,131,87,49,7,89.9987,0.4,0.472,0.4276,0.2256,,,,35.6973,
"[[163  39], [167  49], [171  54], [173  56], [180  68], [173  90], [138  94], [119 108], [102 122]]",163,39,102,122,9,137.8325,0.4242,0.5345,0.7677,0.6278,,,,36.5282,
"[[ 66 132], [ 92 128], [102 122], [115 117]]",66,132,115,117,4,51.8962,0.0,0.0415,0.016,0.099,,,,31.0567,
"[[ 47 126], [ 55 116], [ 68 102], [76 86], [82 81], [92 72], [109  59]]",47,126,109,59,7,92.4646,0.32,0.394,0.1379,0.0405,,,,34.9146,
"[[154  48], [171  57], [187  67]]",154,48,187,67,3,38.1033,0.4444,0.4749,0.1692,0.2434,,,,35.285,
"[[90 67], [85 70], [80 76], [63 94], [ 52 104]]",90,67,52,104,5,53.2661,0.0,0.0426,0.0559,0.0187,,,,31.1859,
"[[98 60], [90 67], [85 70], [80 76], [76 86], [ 73 101], [ 86 110]]",98,60,86,110,7,66.1501,0.2,0.2529,0.3498,0.07,,,,33.5206,
"[[120  71], [97 74], [80 78], [66 83]]",120,71,66,83,4,55.5251,0.4615,0.5059,0.0978,0.0023,,,,35.7029,
"[[ 28 157], [ 32 154], [ 35 131], [ 41 110], [48 89], [53 76], [55 58], [64 37], [88  7]]",28,157,88,7,9,165.4763,1.0,1.0,0.5164,0.4873,,,,42.4944,
"[[73 63], [45 70]]",73,63,45,70,2,28.8617,0.4,0.4231,0.0845,0.1815,,,,34.6537,
"[[ 97 140], [ 92 136], [ 73 121], [ 66 116], [ 60 111]]",97,140,60,111,5,47.0231,0.0,0.0376,0.0011,0.0582,,,,31.1402,
"[[62 35], [64 37]]",62,35,64,37,2,2.8284,0.0,0.0023,0.0327,0.1297,,,,30.459,
"[[53 99], [ 58 101]]",53,99,58,101,2,5.3852,0.0,0.0043,0.0778,0.0193,,,,30.4778,
"[[169  63], [180  68], [173  90], [138  94], [124 114], [114 125], [107 130], [ 86 146]]",169,63,86,146,8,144.6799,0.4483,0.564,0.5974,0.061,,,,36.7004,
"[[120 177], [131 160], [133 158], [146 134], [161 116], [173  90], [180  68], [165  73]]",120,177,165,73,8,141.3361,0.3793,0.4924,0.6085,0.5965,,,,35.9853,
"[[86  5], [88  7], [96 11], [107  17], [113  20], [140  32], [149  39], [153  43], [171  57], [187  67]]",86,5,187,67,10,119.2875,0.4324,0.5278,0.3344,0.1909,,,,36.5936,
"[[117  20], [140  32], [149  39], [153  43], [173  56], [180  68], [173  90], [154  97]]",117,20,154,97,8,124.0823,0.6897,0.789,0.5812,0.5811,,,,38.966,
"[[115 178], [107 174], [ 87 165], [ 74 156], [ 55 142], [ 38 132], [ 28 130], [ 28 127]]",115,178,28,127,8,103.2093,0.1379,0.2205,0.1613,0.2596,,,,33.2896,
"[[173  90], [143  89], [112  88], [93 83], [75 87], [63 94], [46 99], [38 95]]",173,90,38,95,8,139.6755,0.8276,0.9393,0.5199,0.2184,,,,40.4606,
"[[ 70 138], [ 69 140], [ 59 156]]",70,138,59,156,3,21.104,0.0,0.0169,0.0582,0.0388,,,,30.7121,
"[[137  91], [126 105], [113 118], [ 98 123]]",137,91,98,123,4,52.0007,0.0,0.0416,0.0851,0.0629,,,,31.0575,
"[[149 151], [153 147], [159 136], [165 116], [169 106], [173  90], [180  68], [173  56], [171  54], [167  49], [140  32], [117  20]]",149,151,117,20,12,170.3893,1.0,1.0,0.7321,0.3856,,,,42.8879,
"[[ 56 108], [ 52 104], [48 89], [48 76], [52 56]]",56,108,52,56,5,54.5771,0.5294,0.5731,0.3713,0.3277,,,,36.4948,
"[[ 60 111], [ 47 119], [ 35 131]]",60,111,35,131,3,32.2349,0.2222,0.248,0.0438,0.1419,,,,33.0178,
"[[116  68], [122  84], [126 105]]",116,68,126,105,3,38.4656,0.0,0.0308,0.0784,0.1108,,,,30.8392,
"[[141 127], [129 124], [102 122], [ 90 119], [ 66 121]]",141,127,66,121,5,75.8958,0.4706,0.5313,0.2443,0.2442,,,,36.0624,
"[[ 47 119], [ 55 116], [ 72 111], [ 99 115]]",47,119,99,115,4,53.5587,0.1538,0.1966,0.1289,0.0208,,,,32.6085,
"[[39 90], [48 83], [66 83], [76 86], [92 81], [107  85]]",39,90,107,85,6,72.1293,0.5238,0.5815,0.2077,0.152,,,,36.6865,
"[[98 60], [90 67], [85 70], [80 76], [66 83], [48 83], [38 91]]",98,60,38,91,7,70.7301,0.16,0.2166,0.3441,0.1798,,,,33.1538,
"[[126 105], [112  88]]",126,105,112,88,2,22.0227,0.0,0.0176,0.0003,0.0974,,,,30.5996,
"[[154  41], [171  54], [173  56], [180  68], [173  90], [138  94], [119 108], [102 122], [ 81 124], [ 61 121]]",154,41,61,121,10,183.3788,0.6216,0.7683,0.8016,0.7377,,,,38.9569,
"[[149  39], [153  43], [173  56], [180  68], [173  90], [151  91], [138  82], [132  79], [128  75], [120  71]]",149,39,120,71,10,125.6332,0.3784,0.4789,0.617,0.0004,,,,36.0996,
"[[ 22 132], [ 28 130], [ 44 122], [ 46 117], [ 51 104], [ 54 102], [66 83]]",22,132,66,83,7,69.6044,0.48,0.5357,0.3733,0.2872,,,,36.3487,
"[[ 92 136], [ 94 133], [102 122], [119 108], [138  94], [173  90], [182  69], [187  62]]",92,136,187,62,8,129.5081,0.6207,0.7243,0.3616,0.353,,,,38.315,
"[[80 87], [80 78], [86 56]]",80,87,86,56,3,31.8035,0.0,0.0254,0.0184,0.0719,,,,30.7904,
"[[155 103], [160 103], [151 134], [133 158], [115 178]]",155,103,115,178,5,94.1873,0.2941,0.3694,0.4006,0.0988,,,,34.4296,
"[[126  72], [97 74], [80 87], [ 68 102], [ 55 116], [ 45 133]]",126,72,45,133,6,108.5072,0.4762,0.563,0.3726,0.1836,,,,36.4765,
"[[154  41], [140  32], [113  20], [81 18], [79 20], [67 35], [71 52], [85 67], [85 70]]",154,41,85,70,9,141.2727,0.8485,0.9615,0.6973,0.6807,,,,40.8007,
"[[55 58], [53 76]]",55,58,53,76,2,18.1108,0.0,0.0145,0.0678,0.1648,,,,30.571,
"[[121 182], [115 178], [ 97 164], [ 77 150], [ 69 140], [ 61 121]]",121,182,61,121,6,87.8495,0.381,0.4513,0.218,0.1997,,,,35.3722,
"[[ 69 104], [ 58 101], [39 90], [36 88]]",69,104,36,88,4,36.9618,0.5385,0.5681,0.2425,0.1927,,,,36.3378,
"[[168  73], [180  68], [173  90], [143  89], [112  88]]",168,73,112,88,5,97.1196,0.2353,0.313,0.5083,0.06,,,,33.8625,
"[[75 84], [65 86]]",75,84,65,86,2,10.198,0.0,0.0082,0.0785,0.0185,,,,30.513,
"[[ 64 149], [ 69 147], [ 91 138], [ 99 134], [100 133], [109 120], [115 115], [134  98]]",64,149,134,98,8,88.6301,0.0,0.0709,0.1463,0.1598,,,,31.8025,
"[[149  89], [135  85], [112  85]]",149,89,112,85,3,37.5602,0.0,0.03,0.0057,0.0329,,,,30.8326,
"[[54 71], [67 75], [84 81], [111  85], [123  82], [149  87], [170  86]]",54,71,170,86,7,118.7934,0.72,0.815,0.3608,0.1736,,,,39.1114,
"[[106  30], [124  26], [131  33], [143  40], [154  46], [176  71], [170  86], [164 108], [162 125]]",106,30,162,125,9,144.1389,0.7879,0.9032,0.6566,0.4368,,,,40.215,
"[[160  62], [168  52]]",160,62,168,52,2,12.8062,0.0,0.0102,0.0295,0.1266,,,,30.5321,
"[[64 78], [84 81], [108  89], [115  97], [133 123], [141 134], [143 136], [145 140], [140 143]]",64,78,140,143,9,114.5079,0.8788,0.9704,0.4699,0.4556,,,,40.9079,
"[[120 122], [115 115], [108  89], [91 78]]",120,122,91,78,4,55.7766,0.4615,0.5061,0.3239,0.2275,,,,35.7048,
"[[149  87], [134  98], [115 115], [ 98 121], [ 85 129]]",149,87,85,129,5,77.3883,0.2941,0.356,0.307,0.0831,,,,34.3066,
"[[131 148], [104 165], [ 81 161], [ 64 149], [ 57 146], [ 37 140], [ 22 136]]",131,148,22,136,7,120.0806,0.48,0.5761,0.2583,0.2582,,,,36.7184,
"[[108  89], [112  97], [122 116], [123 117], [144 130], [152 126]]",108,89,152,126,6,65.4718,0.3333,0.3857,0.4407,0.2725,,,,34.7308,
"[[ 43 111], [ 56 119], [ 76 122], [ 91 121], [115 115], [134  98]]",43,111,134,98,6,100.7551,0.1905,0.2711,0.2468,0.1734,,,,33.5598,
"[[ 71 108], [ 83 116], [ 94 120], [115 115], [133 101], [146  96], [148  94], [170  86], [176  71], [164  71]]",71,108,164,71,10,138.8392,0.7027,0.8138,0.4486,0.4184,,,,39.4425,
"[[ 29 123], [ 28 123], [ 26 134], [ 37 140], [ 55 145]]",29,123,55,145,5,43.3918,0.7059,0.7406,0.2573,0.1597,,,,38.1797,
"[[ 97 129], [107 127], [133 123], [141 134], [143 136], [145 140], [132 155], [152 163]]",97,129,152,163,8,98.7961,1.0,1.0,0.6092,0.5295,,,,41.8869,
"[[106  30], [124  26], [131  33], [143  40], [154  46], [176  71], [170  86], [168  89], [160 105]]",106,30,160,105,9,125.7122,0.7576,0.8582,0.5716,0.5591,,,,39.7768,
"[[143  73], [141  70], [138  65], [168  52], [155  58]]",143,73,155,58,5,56.4499,1.0,1.0,0.4221,0.2508,,,,41.2193,
"[[161  44], [168  52], [138  65], [133  71], [128  88], [124  96], [117 109], [115 115], [ 98 121], [ 85 129]]",161,44,85,129,10,132.1818,0.9459,1.0,0.6979,0.6004,,,,41.8282,
"[[ 37 140], [ 44 124], [ 52 102], [59 90], [61 85], [64 78], [65 58]]",37,140,65,58,7,87.792,0.36,0.4302,0.3114,0.3047,,,,35.2807,
"[[86  7], [78 15], [57 49], [64 78], [66 89]]",86,7,66,89,5,92.2894,0.7647,0.8385,0.8159,0.7122,,,,39.1264,
"[[117 119], [121  99], [123  82]]",117,119,123,82,3,37.5133,0.0,0.03,0.1366,0.0836,,,,30.8322,
"[[115  48], [108  59], [98 70], [90 74], [76 83], [75 84], [73 86], [65 90], [58 95], [ 43 111], [ 41 115], [ 38 123]]",115,48,38,123,12,110.2292,0.5111,0.5993,0.4668,0.4577,,,,37.5534,
"[[85 17], [94 18], [131  33], [150  39]]",85,17,150,39,4,68.9052,0.4615,0.5166,0.0821,0.0119,,,,35.8009,
"[[ 84 150], [ 83 137], [ 79 121], [ 74 103], [75 84], [79 70]]",84,150,79,70,6,81.7989,0.2857,0.3511,0.3034,0.0894,,,,34.3739,
"[[ 85 129], [ 76 134], [ 62 144]]",85,129,62,144,3,27.5003,0.0,0.022,0.0435,0.0545,,,,30.7589,
"[[133 123], [115  97], [108  89], [90 74]]",133,123,90,74,4,65.6837,0.6923,0.7448,0.2658,0.0422,,,,38.0877,
"[[135  75], [128  88], [124  96], [117 109], [115 115], [ 94 120], [ 77 128], [ 63 132], [ 49 138]]",135,75,49,138,9,114.9656,0.2121,0.3041,0.3176,0.03,,,,34.2376,
"[[108  89], [115 115], [109 120], [100 133], [ 88 151], [100 169]]",108,89,100,169,6,93.8141,0.7619,0.837,0.4316,0.4116,,,,39.2287,
"[[58 57], [64 63], [74 80], [75 84]]",58,57,75,84,4,32.3315,0.0,0.0259,0.087,0.0344,,,,30.9135,
"[[95 81], [108  59], [117  53]]",95,81,117,53,3,36.3705,0.1111,0.1402,0.0103,0.0072,,,,31.936,
"[[143  40], [131  33], [124  26]]",143,40,124,26,3,23.7919,0.0,0.019,0.0228,0.0003,,,,30.7317,
"[[ 55 145], [ 63 142], [ 83 137], [ 97 129], [105 122], [117 109], [124  96], [128  88], [135  75], [138  65], [168  52], [143  40], [131  33]]",55,145,131,33,13,196.8391,1.0,1.0,0.6266,0.4252,,,,43.2008,
"[[129 179], [122 176], [107 169], [ 94 165], [ 85 155], [ 66 144], [ 60 139], [ 49 125], [ 44 122], [ 41 116]]",129,179,41,116,10,111.3322,0.3514,0.4405,0.1303,0.0762,,,,35.7246,
"[[129  72], [124  91], [121  99], [117 109], [115 115], [ 94 120], [ 84 120]]",129,72,84,120,7,76.8728,0.12,0.1815,0.2087,0.0127,,,,32.7984,
"[[107 169], [127 158], [132 155], [145 140], [148 134], [152 126], [158 107], [160 105], [149  89], [143  73]]",107,169,143,73,10,123.4161,0.4595,0.5582,0.6509,0.4789,,,,36.8951,
"[[160 105], [146  96], [133 101], [115 115], [ 94 120], [ 83 116], [ 62 103]]",160,105,62,103,7,111.3651,0.8,0.8891,0.4698,0.3363,,,,39.8578,
"[[ 76 134], [ 91 139]]",76,134,91,139,2,15.8114,0.0,0.0126,0.0869,0.0101,,,,30.5541,
"[[166  73], [169  70]]",166,73,169,70,2,4.2426,0.0,0.0034,0.0175,0.0796,,,,30.4694,
"[[ 84 120], [ 89 144]]",84,120,89,144,2,24.5153,0.0,0.0196,0.0523,0.0448,,,,30.6179,
"[[129  72], [133  76], [149  89], [160 105], [158 107], [152 120]]",129,72,152,120,6,62.8351,0.619,0.6693,0.4678,0.417,,,,37.5714,
"[[134  98], [115 115], [ 94 120], [ 83 116], [ 60 122], [ 41 116]]",134,98,41,116,6,102.4814,0.4762,0.5582,0.3126,0.1662,,,,36.4323,
"[[152 126], [144 130], [133 123], [105 122], [ 83 116], [ 71 108], [ 52 102]]",152,126,52,102,7,107.1511,0.8,0.8857,0.3027,0.0065,,,,39.8269,
"[[76 83], [75 84], [73 86], [ 60 109], [ 56 119]]",76,83,56,119,5,41.4327,0.0,0.0331,0.0016,0.0279,,,,31.0993,
"[[126  73], [121  99], [133 123], [141 134], [143 148]]",126,73,143,148,5,81.0528,0.7647,0.8295,0.5829,0.4467,,,,39.0441,
"[[109  79], [112  85], [115 115]]",109,79,115,115,3,36.8578,0.1111,0.1406,0.0796,0.1472,,,,31.9396,
"[[79 75], [75 84], [73 86], [65 90], [58 95], [ 41 107], [ 28 123], [ 22 130], [ 18 127]]",79,75,18,127,9,85.8676,0.4242,0.4929,0.5228,0.4896,,,,36.1476,
"[[108  59], [98 70], [90 74], [78 80], [ 71 108], [ 66 126], [ 63 131]]",108,59,63,131,7,90.601,0.28,0.3525,0.309,0.1139,,,,34.5005,
"[[65 58], [79 70], [90 74], [109  73], [123  78], [135  85], [148  94]]",65,58,148,94,7,93.74,0.8,0.875,0.3023,0.3078,,,,39.7287,
"[[81 59], [75 81], [ 74 103], [ 79 121], [ 76 134]]",81,59,76,134,5,76.8494,0.4706,0.5321,0.2566,0.1276,,,,36.0694,
"[[ 83 137], [ 77 128], [ 71 108]]",83,137,71,108,3,31.6973,0.0,0.0254,0.0592,0.0168,,,,30.7896,
"[[ 44 122], [ 49 125], [ 66 126], [ 91 121], [115 115], [133 101], [146  96]]",44,122,146,96,7,109.826,0.44,0.5279,0.2435,0.1985,,,,36.2429,
"[[ 56 131], [ 63 132], [ 76 134], [ 90 139]]",56,131,90,139,4,35.0901,0.0,0.0281,0.0838,0.0146,,,,30.9337,
"[[129 179], [100 169], [ 88 151], [ 83 137], [ 77 128], [ 71 108], [65 90], [54 71]]",129,179,54,71,8,139.8005,0.4828,0.5946,0.4745,0.2463,,,,37.01,
"[[143 136], [141 134], [133 123], [121  99], [112  85], [110  72]]",143,136,110,72,6,73.059,0.7619,0.8203,0.5587,0.5043,,,,39.0767,
"[[111  84], [109  73], [90 62], [72 56], [57 49], [78 15], [86  7]]",111,84,86,7,7,119.9376,0.72,0.816,0.7175,0.6629,,,,39.1198,
"[[107 168], [127 158], [132 155], [145 140], [148 134], [152 126], [158 107], [160 105], [146  96]]",107,168,146,96,9,103.0901,0.3333,0.4158,0.5798,0.3279,,,,35.3639,
"[[93 14], [78 15], [57 49], [64 78], [65 90]]",93,14,65,90,5,96.8702,0.8824,0.9599,0.7964,0.715,,,,40.3381,
"[[152 126], [158 107], [160 105], [152  93], [149  87], [133  71]]",152,126,133,71,6,66.5111,0.619,0.6722,0.5308,0.5241,,,,37.5983,
"[[54 60], [61 85], [65 90], [ 71 108], [ 76 122], [ 83 137], [ 88 151], [ 94 165], [107 169]]",54,60,107,169,9,126.4564,0.1515,0.2527,0.2517,0.0596,,,,33.7152,
"[[105 122], [ 98 115], [ 80 106], [ 74 103], [71 92], [67 75], [62 54]]",105,122,62,54,7,87.1853,0.44,0.5097,0.3885,0.356,,,,36.0771,
"[[71 92], [64 78], [57 49], [78 15], [94 18], [106  30]]",71,92,106,30,6,118.6972,1.0,1.0,0.7406,0.6147,,,,41.7943,
"[[100  14], [78 15], [57 49], [54 60], [49 84], [ 43 111], [ 41 115]]",100,14,41,115,7,130.033,0.92,1.0,0.8464,0.7888,,,,41.1957,
"[[ 71 152], [ 74 149], [ 90 139], [ 91 138], [ 97 129], [105 122], [117 109], [124  96], [128  88], [135  75], [138  65], [168  52], [143  40]]",71,152,143,40,13,173.0041,1.0,1.0,0.5927,0.3443,,,,43.0262,
"[[94 18], [131  33], [143  40], [154  46], [176  71], [170  86], [148  94]]",94,18,148,94,7,139.2139,1.0,1.0,0.7154,0.4932,,,,42.0638,
"[[ 32 138], [ 25 136]]",32,138,25,136,2,7.2801,0.0,0.0058,0.1668,0.2638,,,,30.4917,
"[[129  95], [123 117], [133 123], [141 134], [143 136], [145 140], [140 143], [127 158], [120 171]]",129,95,120,171,9,95.8127,0.3939,0.4706,0.6159,0.4266,,,,35.9172,
"[[149  97], [146  96], [133 101], [115 115], [ 94 120], [ 76 122], [ 54 125], [ 32 130], [ 18 127]]",149,97,18,127,9,138.6744,0.8182,0.9291,0.4848,0.2365,,,,40.4783,
"[[77 59], [90 62]]",77,59,90,62,2,13.3417,0.0,0.0107,0.0578,0.0393,,,,30.536,
"[[164  71], [176  71], [170  86], [164 108], [162 123]]",164,71,162,123,5,66.0917,1.0,1.0,0.5747,0.4218,,,,41.2899,
"[[144 130], [133 123], [121  99], [112  85], [109  79]]",144,130,109,79,5,63.2227,0.4706,0.5212,0.3484,0.0099,,,,35.9696,
"[[ 60 122], [ 60 109], [58 95]]",60,122,58,95,3,27.1421,0.0,0.0217,0.0446,0.0,,,,30.7563,
"[[ 69 160], [ 89 144], [107 127]]",69,160,107,127,3,50.3713,0.3333,0.3736,0.0207,0.0773,,,,34.2627,
"[[54 60], [79 70], [90 74], [109  73], [123  78], [135  85], [147  92], [160 105], [162 123]]",54,60,162,123,9,136.8033,0.4242,0.5336,0.4077,0.1546,,,,36.5207,
